"","population","racepctblack","racePctWhite","numbUrban","medIncome","NumUnderPov","NumImmig","murders","rapes","ViolentCrimesPerPop"
"1192",19976,14.22,80.48,19974,41457,735,630,1,"4","106.42"
"1193",40822,25.14,67.1,40270,26144,6776,1398,4,"36","690.29"
"1194",96086,8.54,59.78,96086,42481,7347,24291,5,"33","639.59"
"1195",50553,1.37,90.67,50553,59458,1212,3758,0,"4","144.9"
"1196",10807,0.91,97.62,10807,60355,277,326,0,NA,NA
"1197",14731,2.34,96.59,0,25587,1481,194,0,"1","13.1"
"1198",61368,7.32,91.93,61368,22886,10179,406,6,"81","1432.56"
"1199",10275,0.76,96.23,0,28259,568,382,0,"0","358"
"1200",23221,6.58,92.38,23235,38962,785,377,0,"10","395.27"
"1201",10712,46.98,52.39,0,18641,2984,228,2,"4","985.78"
"1202",28040,12.36,79.09,28001,50468,1745,4492,2,"8","598.56"
"1203",45857,2.48,79.64,0,28382,6813,1895,2,"14","493.46"
"1204",11066,13.06,84.55,0,24644,1472,277,1,"17","1045.45"
"1205",15614,18.53,78.72,15614,34218,1959,612,0,"16","412.04"
"1206",10815,0.07,78.36,10815,14292,4159,2821,1,"3","307.42"
"1207",13650,0.48,98.6,13650,50191,521,1111,0,"0","96.85"
"1208",27357,0.7,92.75,27357,57815,1241,2991,0,"5","268.94"
"1209",12304,3.17,92.93,12301,59913,427,710,0,"0","147.83"
"1210",21505,9.68,87.35,21505,21949,3261,357,2,"9","803.58"
"1211",174820,9.44,72.66,174138,32154,25782,13900,27,"39","974.37"
"1212",10353,9.84,85.65,10353,28097,727,238,0,"4","603.84"
"1213",101082,20.65,75.51,101082,25152,16903,7785,6,"59","1183.14"
"1214",275221,58.46,28.62,275221,21650,70702,51423,96,"257","3928.03"
"1215",73552,89.95,7.21,73552,26810,12699,9535,15,"88","2941.62"
"1216",63909,2.72,87.44,63909,23487,10482,2482,6,"42","577.28"
"1217",38386,72.13,26.56,38386,21309,7359,707,11,"26","1332.66"
"1218",63850,12.02,72.97,63838,30151,10148,6308,10,"46","566.03"
"1219",112669,1.25,93.43,112669,25369,18176,5747,3,"64","390.93"
"1220",160728,14.83,69.93,160728,22147,34120,31532,22,"114","916.52"
"1221",61741,23.62,75.32,61741,23958,10386,695,13,"71","1020.91"
"1222",12804,6.09,88.43,12804,53226,371,1185,0,"0","183.56"
"1223",11385,0.31,99.05,9888,31637,792,1152,0,"1","8.82"
"1224",28835,7.11,89.91,28835,21463,5956,1376,0,"10","395.81"
"1225",42655,2.04,79.17,42655,50981,1895,6587,1,"7","319.39"
"1226",20935,0.72,93.79,20676,35090,1396,387,0,"5","132.89"
"1227",19512,2.88,90.55,19512,49712,547,1438,0,NA,NA
"1228",38719,12.53,82.32,38762,30489,4861,3208,1,"15","672.46"
"1229",13817,0.43,98.9,0,23603,1527,87,0,"4","538.88"
"1230",11587,14.46,84.34,11587,41524,405,186,0,"1","212.78"
"1231",37960,3.83,89.2,37960,32341,3297,1870,5,"28","536.69"
"1232",18549,9.43,89.93,0,26668,2059,400,4,"5","337.96"
"1233",38372,0.88,96.53,38372,33498,2878,1575,0,"11","885.56"
"1234",36659,0.1,98.24,36659,38346,1780,758,0,"10","137.16"
"1235",10104,0.21,98.43,0,21170,1525,152,1,NA,NA
"1236",44630,1.34,95.19,44630,43309,2057,5344,1,"3","188.02"
"1237",55900,2.88,84.9,55544,55333,2561,10097,0,"11","241.21"
"1238",15157,0.38,98.17,0,63032,288,747,0,"0","51.57"
"1239",49389,7.89,90.07,49389,41745,1737,3041,1,"2","199.45"
"1240",27652,1.08,92.19,27652,46199,1417,835,0,"0","207.47"
"1241",75460,0.63,94.77,75460,51331,1788,7042,2,NA,NA
"1242",15324,10.6,87.82,15324,35197,682,362,2,"3","420.62"
"1243",21853,2.48,94.74,21853,36096,1353,773,1,NA,NA
"1244",12003,0.37,98.81,0,35005,323,142,0,"3","55.23"
"1245",20850,0.49,65.84,20850,27074,4373,9613,4,"10","1531.26"
"1246",13502,1.33,93.1,0,18346,2724,324,0,"1","62.17"
"1247",22817,1.15,30.38,22817,22279,6241,12603,3,"7","1593.54"
"1248",13604,0.77,97.83,12054,37771,472,455,0,NA,NA
"1249",16327,6.01,70.7,16327,34836,1558,4112,1,"1","601.38"
"1250",34185,18.26,78.71,34185,43191,1013,1956,2,"11","216.31"
"1251",16032,0.37,99.22,15995,36977,690,121,0,"1","61.69"
"1252",40452,1.39,81.23,40452,47143,1506,6418,2,"9","650.56"
"1253",19661,9.31,88.42,19661,33817,1233,688,0,"8","525.08"
"1254",10177,1.18,96.83,10177,46309,295,1282,0,"1","182.15"
"1255",10422,0.51,95.7,10422,65920,104,885,0,"0","84.96"
"1256",31083,0.26,99,24720,37230,1483,882,0,"4","125.06"
"1257",37840,23.68,73.28,37840,30138,3694,1943,7,NA,NA
"1258",72884,1.35,91.52,72884,55407,2061,8465,1,NA,NA
"1259",31306,0.83,91.59,31306,74472,652,2851,1,"1","25.7"
"1260",16410,48.72,50.57,0,16586,4469,117,2,"11","730.58"
"1261",21082,1.27,96.3,21082,45424,774,828,0,"5","114.49"
"1262",11224,2.35,97.3,6463,25615,1214,80,0,"0","61.33"
"1263",14936,1.62,90.33,14936,69695,567,3453,2,"0","33.38"
"1264",18262,0.43,96.08,18262,41000,706,2073,0,"6","178.33"
"1265",76210,5.6,88.73,76210,32455,8492,16975,0,"10","249.58"
"1266",35418,0.97,97.11,35418,49965,867,2692,0,"1","43.35"
"1267",48414,2.09,84.17,48414,33488,4572,18914,2,"9","294.3"
"1268",179278,38.02,58.99,173513,24056,31941,6101,32,"49","611.05"
"1269",22408,0.26,83.84,22405,47808,652,5090,1,NA,NA
"1270",27591,0.17,94.76,0,23206,3876,796,1,"10","438.23"
"1271",48370,0.92,97.06,48370,50659,981,1278,0,NA,NA
"1272",50380,4.35,92.11,50380,31007,3356,7424,0,"2","150.88"
"1273",16825,0.64,98.72,16825,24319,2181,768,0,"1","669.02"
"1274",15023,1.16,98.17,14919,27312,1615,275,0,"10","1987.15"
"1275",16317,19.32,80.12,0,20053,3597,69,4,"19","966.56"
"1276",12286,2.51,95.78,10955,46970,306,761,0,"0","134.26"
"1277",42473,2.39,91.74,42436,84441,597,4726,0,NA,NA
"1278",76060,2.42,95.08,76060,34528,4715,5586,0,"9","166.71"
"1279",23682,41.65,55.77,0,19077,5691,389,7,"18","938.43"
"1280",40091,3.42,93.05,40091,47506,2329,14275,1,"8","974.36"
"1281",35445,6.3,92.55,35445,22859,5483,461,0,"12","618.78"
"1282",29841,2.26,94.83,28863,40543,1568,1737,0,"1","204.28"
"1283",63535,30.08,58.09,63535,22468,9146,5394,6,"90","643.24"
"1284",25879,3.48,91.95,0,18022,6539,1469,0,"24","360.85"
"1285",12054,9.42,89.8,0,19259,2681,91,0,"6","669.95"
"1286",85866,3.01,95.4,85866,39215,4812,5240,0,NA,NA
"1287",52434,8.69,88.92,50241,41814,2199,3753,2,"8","177.06"
"1288",22814,2.72,93.82,22851,50492,667,971,1,"8","190.01"
"1289",37120,1.06,47.96,37120,32559,5540,15840,4,"14","822.57"
"1290",41958,1.9,88.68,41958,25982,11140,3616,0,"11","589.98"
"1291",43762,2.64,92.83,43762,42453,1545,1782,0,"16","188.22"
"1292",24854,0.66,97.42,24854,44920,750,348,1,NA,NA
"1293",18859,0.19,98.55,0,26771,1500,228,0,"1","151.58"
"1294",12603,5.03,92.79,0,14990,3598,404,0,NA,NA
"1295",16513,3.42,94.14,16513,31053,1393,295,0,"0","145.76"
"1296",70311,19.9,76.64,70316,25377,11637,1694,10,"73","833.29"
"1297",261229,39.05,56.74,261229,23563,43944,9766,62,"204","1135.5"
"1298",265968,63.27,35.96,264394,19193,64572,3181,121,"297","2466.68"
"1299",11591,46.2,53.46,0,14579,4248,73,4,"3","750.53"
"1300",30923,5.54,84.65,0,33228,2761,1410,1,"22","184.77"
"1301",141686,26.6,58.54,141686,28704,23463,20731,60,"72","1908.96"
"1302",11284,0.22,99.04,11284,32624,580,199,0,"1","54.75"
"1303",17313,6.17,90.75,16654,55465,245,1041,0,NA,NA
"1304",11365,0.11,83.58,11365,57309,246,3141,0,NA,NA
"1305",16848,5.68,91.57,16848,34826,1475,499,0,"5","364.21"
"1306",12809,0.56,97.03,12809,42358,453,678,0,"3","122.28"
"1307",11340,0.28,99,0,28815,747,50,0,"1","15.86"
"1308",30108,9.19,89.93,30108,38605,1724,691,1,"3","147.79"
"1309",18310,0.03,96.36,0,23381,2055,215,0,NA,NA
"1310",11139,24.27,72.26,0,23238,2179,310,2,NA,NA
"1311",28564,14.91,80.51,28564,21665,4753,5824,6,"11","1680.3"
"1312",16425,1.21,96.68,14797,42235,466,624,0,"1","83.81"
"1313",33822,22.54,75.77,0,23127,5154,674,4,"22","663.76"
"1314",80352,6.39,89.78,80375,27770,9923,4030,8,"53","536.08"
"1315",16021,2.58,81.9,0,76907,531,2438,1,"1","103.24"
"1316",85571,2.24,77.75,85571,33667,10588,19281,5,"44","779.72"
"1317",29771,79.99,15.08,29767,23201,7486,1315,18,NA,NA
"1318",53056,36.62,62.66,53056,20413,9795,359,10,"24","385.23"
"1319",16812,1.17,98.04,0,20533,2578,141,0,"8","82.26"
"1320",25494,1.55,78.88,25494,60368,1091,3914,1,"3","236.6"
"1321",12322,5.46,93.04,12322,25015,1216,196,0,"6","716.61"
"1322",44639,55.99,43.04,44639,15315,14189,754,15,"18","845.39"
"1323",26989,2.42,96.42,26989,47346,620,419,0,"2","204.32"
"1324",11500,7.17,90.34,0,46566,470,696,0,"0","17.24"
"1325",39103,5.73,87.64,39103,49777,1590,6245,0,"5","297.32"
"1326",35800,1.32,91.07,35800,42299,1281,3425,1,"18","143.51"
"1327",15850,4.44,91.87,15850,56478,510,1683,0,"0","50.49"
"1328",54718,3.1,87.43,54718,45598,4576,11703,1,"8","475.46"
"1329",16786,0.39,97.37,14212,52044,648,628,0,"1","39.21"
"1330",25597,42.35,56.71,0,21851,5282,400,4,"8","1138.05"
"1331",42355,0.53,38.18,42355,23819,10875,22068,8,"11","1313.17"
"1332",30206,27.22,65.22,0,22357,6133,1576,6,"8","796.75"
"1333",22353,6.44,86.37,0,49849,629,2372,0,"2","95.76"
"1334",11523,0.17,98.58,0,29492,842,125,1,NA,NA
"1335",12345,0.83,94.67,12362,37159,443,796,0,"2","211.18"
"1336",27291,5.93,93.13,27291,42113,760,577,1,"4","234.84"
"1337",53691,0.95,78.23,53691,56255,1883,10439,3,"3","270.88"
"1338",20098,17.99,81.05,0,32348,1424,323,1,"13","497.69"
"1339",14073,8.56,90.13,0,22193,2232,238,3,"0","387.44"
"1340",14716,29.48,68.08,0,25751,2283,438,1,"13","1517.44"
"1341",14507,0.23,98.62,14507,25482,1285,368,0,"3","130.17"
"1342",14215,24.78,73.19,0,20429,3515,322,1,"3","1108.14"
"1343",31487,1.2,68.17,0,40955,4005,4883,2,"9","790.2"
"1344",10405,7.75,88.71,10405,26265,1062,260,0,"3","840.18"
"1345",42985,3.74,93.09,42985,28465,3303,5830,2,"6","373.65"
"1346",40283,27.1,69.88,40283,18748,9615,607,3,NA,NA
"1347",18400,0.32,85.47,0,20831,2833,1024,1,"11","325.15"
"1348",31997,1.31,77.21,31997,46395,1914,11230,2,"4","425.03"
"1349",21130,3.38,94.56,17915,35151,1380,464,0,NA,NA
"1350",45895,1.81,93.64,45895,38354,2305,1536,0,"28","265.42"
"1351",20009,1.64,92.31,20009,41096,413,815,0,"8","173.62"
"1352",28716,0.23,99.28,28716,32690,2143,1748,0,"4","1196.34"
"1353",173072,16.75,80.45,173072,26344,19531,3829,28,"130","555.18"
"1354",11482,0.41,97.09,11482,45489,427,131,0,NA,NA
"1355",32503,5,82.24,32503,53479,1480,3961,3,"5","358.64"
"1356",11706,0.91,97.25,11706,26818,640,1009,0,"1","106.04"
"1357",31282,0.66,95.8,31282,28950,2505,997,3,"15","275.53"
"1358",29101,16.99,79.42,29101,25009,3218,939,3,"17","824.52"
"1359",33687,1.68,96.72,0,35230,1734,2282,0,"8","239.72"
"1360",14658,6.19,90.92,14643,31161,1466,513,0,"8","319.6"
"1361",58043,3.12,91.69,58043,37601,3761,1178,0,"13","175.54"
"1362",25198,34.48,62.68,20225,26634,5838,400,1,NA,NA
"1363",84161,18.21,80.67,84161,19807,17864,1881,11,"82","1224"
"1364",10332,0.21,98.37,10332,37695,457,357,0,"6","125.57"
"1365",10762,0.85,91.74,10762,46502,559,956,1,"0","138.54"
"1366",72033,18.08,77.42,72033,30389,10146,5546,8,"42","1203.87"
"1367",83312,1.26,92.53,83312,29407,14393,6752,1,"20","208.56"
"1368",13268,1.88,92.57,13268,31461,1264,4449,0,"1","950.27"
"1369",13347,0.66,97.65,11894,43598,196,444,0,"0","66.3"
"1370",16839,0.11,47.7,0,24470,3493,3965,0,"2","754.26"
"1371",20123,21.19,76.52,0,26276,3014,633,4,"6","1002.66"
"1372",29060,0.4,97.14,29060,33118,2270,705,1,"11","268.19"
"1373",31585,1.4,89.31,31585,46885,1129,3461,0,"3","534.69"
"1374",21603,35.62,57.31,0,24584,3748,1180,1,"7","304.71"
"1375",26751,1.09,80.63,0,47924,1468,1298,0,"12","114.21"
"1376",16603,1.66,97.51,0,21135,2478,250,0,"3","120.26"
"1377",31384,4.49,59.96,0,25147,7184,9171,1,"18","690.81"
"1378",12392,0.15,99.3,0,24296,1279,142,1,"2","125.63"
"1379",180650,8.87,79.67,180635,37274,14062,15970,12,"114",NA
"1380",52133,0.55,98.08,52133,31583,4262,974,0,"23","197.14"
"1381",18082,4.39,93.38,18059,51265,352,654,0,"1","212.07"
"1382",61607,19.81,79.09,61654,22267,9442,1251,9,"44","697.28"
"1383",15799,9.67,89.87,0,21543,3383,40,0,"5","513.59"
"1384",17140,10.44,77.79,0,32098,1623,418,1,"15","546.28"
"1385",25380,0.52,96.96,25380,54505,395,888,0,"3","123.07"
"1386",37670,5.21,76.28,37670,47533,1692,5527,2,"10","619.57"
"1387",30938,0.24,98.19,30938,28312,2994,1202,0,NA,NA
"1388",13700,1.57,97.58,8684,48507,245,752,0,"11","216.29"
"1389",13383,0.25,98.87,13383,29549,680,155,1,"6","167.34"
"1390",54844,6.75,92.52,54844,18276,12021,668,2,"61","563.33"
"1391",34213,3.67,86.07,34213,38507,1770,5177,1,"4","485.98"
"1392",11414,9.36,89.71,0,22677,1801,80,0,"9","1165.91"
"1393",95706,38.12,59.3,95706,17060,27099,2869,47,"79","2299.87"
"1394",50008,3.12,89.61,50008,28117,5105,1194,0,"22","199.81"
"1395",22090,2.3,94.57,19020,57606,313,1506,4,"5","108.52"
"1396",15550,2.58,97.02,0,21989,2151,131,0,"1","286.67"
"1397",11066,0.05,99.11,0,24573,1065,50,0,"0","0"
"1398",15757,1.99,96.35,15757,27289,1702,501,0,"0","238.59"
"1399",31739,14.77,84.4,31739,28694,1862,1128,5,"13","362.65"
"1400",18734,16.16,80.24,18734,31793,1458,842,0,"7","602.9"
"1401",20314,38.03,56.42,20314,40431,1074,2914,0,"14","483.61"
"1402",11880,8.43,90.66,0,26777,1070,161,0,"3","177.04"
"1403",368383,13.02,78.44,368383,25324,65556,22624,58,"518","1811.81"
"1404",32295,0.47,95.33,32295,24265,5650,816,1,NA,NA
"1405",14272,0.5,97.77,14272,53539,164,729,0,"0","35.26"
"1406",33830,16.35,79.86,33830,12931,11938,1404,4,"14","370.67"
"1407",16027,55.07,36.34,16027,30037,1874,1021,3,"12","1730.67"
"1408",28583,20.6,78.55,0,25238,3979,168,5,"18","857.47"
"1409",10426,16.05,83.05,10426,24509,1187,114,1,"5","1082.77"
"1410",39127,1,96.8,39127,25523,6568,1628,1,"26","179.92"
"1411",37649,7.85,70.52,37649,31702,5275,5057,1,"13","467.36"
"1412",49847,23.5,32.16,49847,33063,4792,14567,7,"12","2037.32"
"1413",35303,2.01,87.1,35303,63607,615,3550,0,"3","79.79"
"1414",54909,55.55,43.31,54909,16223,19241,752,17,"29","1956.24"
"1415",21744,2.87,95.01,0,20646,3609,624,1,"4","237.29"
"1416",19381,33.28,64.82,0,22664,4339,287,2,"34","1252.77"
"1417",68842,6.39,75.68,68582,41974,6077,9209,8,"49","1189.11"
"1418",34365,1.05,42.04,34365,22515,8909,19600,8,"6","867.12"
"1419",18942,36.93,54.72,0,21897,4587,627,8,"17","2241.85"
"1420",10735,1.7,96.67,7784,45262,406,219,0,"2","219.84"
"1421",128398,7.89,74.72,128398,33453,12823,20095,18,"66","1019.98"
"1422",13364,56.66,42.52,0,13704,5405,81,0,"11","1317.64"
"1423",26017,3.41,82.62,0,19002,5199,281,0,"16","438.5"
"1424",33558,2.55,86.25,0,40256,2461,3339,0,"8","698.38"
"1425",40087,48.23,49.09,40087,32150,5075,2509,5,"16","636.96"
"1426",12915,4.66,94.22,0,13109,3538,200,0,"1","150.31"
"1427",70207,6.4,64.98,70207,22183,18946,14673,3,"33","2124.14"
"1428",24160,11.11,82.17,0,30194,3227,2416,0,"17","484.83"
"1429",38149,4.61,86.47,38149,34950,2049,2955,3,"9","260.35"
"1430",1110549,9.39,67.12,1109990,33686,142382,232138,133,"396","1162.84"
"1431",12711,7.88,91.09,0,21496,1535,43,0,"3","39.92"
"1432",12381,0.9,98.61,8435,25500,869,164,0,"3","150.9"
"1433",24967,16.95,80.88,24967,32779,1640,468,0,"5","418.07"
"1434",935933,7.04,72.24,935927,23584,207161,87549,220,"553","672.57"
"1435",2783726,39.07,45.39,2783726,26301,592298,469187,845,NA,NA
"1436",11951,0.49,97.62,0,28989,1103,283,0,NA,NA
"1437",14363,0.46,98.31,0,34588,955,455,0,"1","117.03"
"1438",113313,1.79,89.37,113313,35237,9269,11095,7,"102","537.64"
"1439",41259,1.85,76.18,41259,50945,3165,7897,3,"4","333.19"
"1440",35184,0.39,96.87,35184,57132,399,2111,0,"2","177.84"
"1441",10448,0.85,95.76,4192,35828,678,132,0,NA,NA
"1442",14120,31.19,64.23,14120,27914,2176,404,4,"7","338.62"
"1443",33892,33.57,38.01,33892,19391,8604,3917,7,"25","2572.91"
"1444",31656,35.89,62.97,31656,21745,6721,253,4,"28","1448.4"
"1445",68784,2.54,70.89,68784,41435,5468,15582,7,"19","570.95"
"1446",10164,0.22,98.39,0,32073,643,83,0,NA,NA
"1447",10747,5.87,93.39,10878,34158,898,536,1,"1","415.11"
"1448",10632,0.37,97.96,0,21568,1659,130,0,"8","161.9"
"1449",20651,0.09,56.64,0,13060,9445,7528,2,"1","712.74"
"1450",203056,55.22,43.35,203056,23551,40103,3720,122,"174","1617.17"
"1451",50024,9.38,86.51,50024,42665,1887,7392,1,"8","409.11"
"1452",20075,1.63,94.57,19479,51014,500,770,0,NA,NA
"1453",84724,3.34,94.66,84724,34995,5928,3711,4,NA,NA
"1454",20084,4.87,92.81,15975,38920,893,694,1,"6","210.97"
"1455",12974,0.3,97.43,12974,36171,973,236,1,"3","349.17"
"1456",20971,2.68,94.71,20971,46212,864,1128,0,NA,NA
"1457",18261,0.7,97.24,15519,43968,306,1064,0,"2","113.07"
"1458",20688,8.94,61.47,20688,37695,1557,5722,1,"8","793.23"
"1459",11365,2.51,90.8,0,23184,1751,336,0,"2","66.79"
"1460",10588,17.94,80.92,10588,23038,1549,120,1,"10","1889.44"
"1461",26609,1.08,89.25,26609,74401,361,4102,0,"0","85.15"
"1462",12169,2.01,95.99,10503,47284,270,505,0,"0","56.56"
"1463",13476,0.08,98.09,13537,31633,1142,187,0,"9","103.43"
"1464",12567,0.63,97.12,0,34255,797,400,1,"0","298.25"
"1465",163860,20.33,74.98,163860,21242,34402,10576,18,"79","852.74"
"1466",40263,0.91,74.44,40263,64587,1260,8917,1,"6","349.61"
"1467",42198,1.18,82.52,0,27293,5443,7940,2,"24","847.77"
"1468",58041,20.6,45.32,58041,26669,9794,20997,3,"17","1075.77"
"1469",10227,0.13,98.47,0,28892,801,272,0,"0","79.71"
"1470",111348,2.36,84.03,111348,41675,7349,15735,5,"44","534.46"
"1471",139739,38.89,39.98,139739,22140,36397,21442,30,"99","2288.32"
"1472",13142,1.15,97.12,9929,37161,457,521,0,"0","316.14"
"1473",12420,15.61,83.75,0,21119,2269,89,1,"9","782.85"
"1474",222103,11.43,82.41,221603,33214,16288,12519,19,"166","1807.31"
"1475",25684,3.9,93.06,21231,58250,528,1291,0,"1","30.76"
"1476",19997,0.44,98.04,19997,57573,460,1129,0,NA,NA
"1477",12942,1.68,96.21,11120,38527,952,267,1,"4","159.55"
"1478",11343,0.26,98.91,11343,38464,438,767,0,"1","268.82"
"1479",58362,5.91,87.33,0,21603,7996,2863,1,"11","1007.94"
"1480",19810,0.19,99.04,19810,65372,419,630,0,"0","44.32"
"1481",10420,30.12,69.31,0,20618,1930,20,2,"2","578.26"
"1482",26481,10.04,88.82,0,22291,3895,305,1,"8","267.64"
"1483",20051,0.36,96.46,20051,26615,2838,853,2,NA,NA
"1484",108961,12.97,79.55,108961,30533,12922,9461,20,"39","566.06"
"1485",10446,6.59,89.35,10446,46866,242,1221,0,"3","86.9"
"1486",20999,1.38,96.8,15851,43244,731,683,0,"1","48.33"
"1487",20456,0.74,98.12,17583,45763,625,1813,0,"0","204.98"
"1488",19872,30.86,68.03,19872,33273,3008,289,2,"9","504.2"
"1489",11751,6.71,92.23,11751,30147,845,73,1,"1","1581.25"
"1490",20244,0.57,98.37,16012,46301,419,697,0,"0","80.26"
"1491",19033,0.75,93.6,19033,40417,1065,870,1,"7","170.78"
"1492",29462,0.34,96.13,0,24474,4238,583,0,"23","234.92"
"1493",47358,0.34,98.58,47358,42095,1351,1298,0,"6","79.56"
"1494",25992,8.44,86.65,25992,31266,2954,863,2,"28","952.56"
"1495",176664,11.38,78.14,176664,25333,28632,13621,31,"191","1849.26"
"1496",12926,1.02,97.75,11289,58018,83,522,0,"0","59.7"
"1497",46535,7.95,90.77,0,23318,7291,506,2,"29","572.35"
"1498",49708,38.54,58.59,49708,26722,5069,10249,5,"32","1168.18"
"1499",20384,0.46,96.45,18516,44250,417,729,0,"1","173.64"
"1500",34544,1.1,95.81,0,23727,4751,759,0,"15","104.17"
"1501",13553,14.59,84.78,0,22476,2131,95,0,"3","1289.31"
"1502",31702,1.34,96.33,31695,41045,1036,540,0,"5","147"
"1503",11632,11.95,81.1,11632,39667,644,1331,0,"5","220.3"
"1504",17531,0.35,96.04,0,22279,3005,256,1,NA,NA
"1505",29387,1.21,93.83,29387,25422,3146,1098,0,"18","787.17"
"1506",88680,5.56,79.49,88680,50075,3014,15782,2,"0","143.94"
"1507",12482,3.51,94.86,12482,24864,1277,671,1,"7","463.85"
"1508",25067,0.79,88.23,25101,58995,733,4609,0,"3","407.57"
"1509",14358,1.28,95.51,12973,79092,219,1009,0,"0","248.57"
"1510",37352,0.3,94.87,0,30548,2899,560,0,"35","372.83"
"1511",20906,1.9,96.09,0,30896,1472,616,0,"0","28.45"
"1512",10550,0.55,97.94,0,23053,1272,575,0,"1","89.62"
"1513",11732,0.24,97.58,11732,52011,233,236,1,NA,NA
"1514",22686,14.26,59.55,22686,40865,2112,3789,1,"15","385.5"
"1515",32090,1.04,97.08,32090,32321,2040,2552,0,"9","241.68"
"1516",18419,5.71,92.18,0,26151,1573,625,3,"6","352.5"
"1517",56788,6.88,88.67,56788,38488,2993,3619,3,"14","361.82"
"1518",111498,9.83,61.8,111418,36058,10640,23580,8,"53","1118.18"
"1519",34298,1.12,96.92,34298,28003,4883,876,0,"9","129.17"
"1520",20489,6.33,87.83,20489,51198,567,2186,1,"4","251.32"
"1521",29911,1.68,90.12,29911,39848,958,3805,0,NA,NA
"1522",12267,0.16,99.34,12267,18974,1477,176,0,"0","149.98"
"1523",16534,1.54,95.23,16534,29584,1116,687,0,"10","295.76"
"1524",13692,3.94,93.77,13692,37998,925,2560,0,"3","272.83"
"1525",27974,3.62,90.11,23549,70039,753,2608,0,"3","167.41"
"1526",28844,31.47,65.38,28844,27606,4132,2878,10,"11","1102.6"
"1527",11683,39.57,57.92,0,20347,2390,522,2,"5","1083.09"
"1528",25062,0.31,59.28,0,31605,3013,6205,2,"10","863.57"
"1529",41688,6.55,83.45,41688,32393,2898,3261,3,"32","596.65"
"1530",16857,0.9,97.62,13142,42474,730,498,0,"4","139.76"
"1531",14292,52.11,47.03,0,16305,3643,81,3,"8","828.73"
"1532",57878,3.07,91.37,57878,38514,3288,8758,0,"10","455.62"
"1533",38518,0.91,97.97,33788,47106,1067,2324,0,"3","59.64"
"1534",35761,10.14,69.66,35758,35684,4384,7066,1,"17","939.47"
"1535",24725,22.64,76.02,24725,23695,3238,978,2,"18","1419.14"
"1536",34402,66.34,31.63,34402,26787,5720,1098,6,"27","1577.48"
"1537",114323,41.26,54.97,114323,24495,23494,3698,23,"200","1250.99"
"1538",11500,0.08,98.44,11500,42032,410,162,0,"7","127.76"
"1539",50452,8.39,86.8,50452,36584,2683,5417,1,"12","384.07"
"1540",10030,0.15,99.63,0,31061,575,36,0,"0","246.55"
"1541",12361,17.32,76.3,12361,51988,181,867,3,"4","232.79"
"1542",11838,4.81,93.57,0,20518,1641,59,0,"2","77.77"
"1543",18042,23.57,69.35,0,21427,3815,638,1,"15","1163.91"
"1544",17655,0.99,98.06,0,36652,1308,240,2,"4","682.12"
"1545",10401,1.31,81.35,0,36710,687,1396,1,"3","395.6"
"1546",12324,5.17,80.38,12324,21529,1950,900,2,"8","1230.84"
"1547",24288,0.35,98.04,24288,38785,929,513,0,NA,NA
"1548",15718,0.5,98.67,15718,32141,1202,332,0,"4","76.88"
"1549",628088,30.45,63.37,628088,23627,135583,29667,157,"424","966.16"
"1550",30050,9.34,83.6,30050,27591,3507,2474,1,"18","1201.23"
"1551",10747,2.2,95.06,0,20196,1244,200,2,"0","134.43"
"1552",10610,1.46,79.22,0,22684,2234,406,0,"2","292.57"
"1553",32063,0.64,93.48,32063,67723,1209,2598,1,"5","340.76"
"1554",44822,2.31,95.96,44822,26703,2580,6075,2,"8","348.12"
"1555",15302,3.37,94.39,12606,25058,1852,91,2,NA,NA
"1556",22156,0.99,97.65,1886,52798,507,833,0,"1","22.33"
"1557",14589,7.2,90.06,14589,40885,446,1708,0,"1","244.05"
"1558",24461,12.6,86.59,0,25366,2534,367,1,"8","171.38"
"1559",70745,1.03,94.21,70745,34922,5380,3693,3,NA,NA
"1560",24710,4.7,90.47,20829,58756,372,2198,0,"1","85.1"
"1561",13874,0.22,98.46,13874,36532,512,698,0,NA,NA
"1562",11843,0.04,99.19,0,21321,1415,128,0,"6","121.32"
"1563",173339,3.79,70.6,173339,51231,7316,34764,4,"39","483.47"
"1564",43858,5.51,89.78,43858,46259,1390,2509,0,"2","161.68"
"1565",23285,2.31,94.57,0,19185,6684,598,0,NA,NA
"1566",10733,1.35,90.5,10733,32846,935,3072,0,"0","310.65"
"1567",25792,6.18,84.05,22081,54305,757,2966,1,"2","141.42"
"1568",88675,49.27,42.17,88675,25719,15348,6695,11,"109","2065.29"
"1569",40181,4.51,83.15,40110,27538,4991,8101,7,"18","1265.25"
"1570",33530,8.37,88.59,0,22469,5479,667,3,NA,NA
"1571",40773,1.48,89.52,0,35083,3981,2880,1,"15","617.09"
"1572",26840,0.28,98.83,26840,42315,749,632,1,"1","90.66"
"1573",10885,0.07,92.22,0,22405,1405,147,0,NA,NA
"1574",10034,0.58,93.94,0,16478,2341,170,0,"2","76.24"
"1575",12200,75.02,24.75,12200,21085,2429,65,3,"11","1938.17"
"1576",13852,0.14,99.08,5360,37092,596,756,0,"3","219.16"
"1577",28434,9.43,61.63,28434,33084,4708,5889,9,"17","1307.21"
"1578",13882,0.42,98.64,13882,34835,547,194,0,"6","113.81"
"1579",11992,0.21,75.43,0,33482,1553,2985,1,"7","698.18"
