"","rapes","rapesPerPop","arsons","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop"
"1669","16","71.19","6","26.7","489.45","5753.31"
"1670","8","14.29","4","7.15","778.93","3115.73"
"1671","1","7.44","4","29.76","282.67","4202.93"
"1672","23","67.88","13","38.37","1230.71","6658.21"
"1673",NA,NA,"0","0",NA,"1570.48"
"1674","0","0","0","0","186.22","1935.36"
"1675",NA,NA,"4","15.1",NA,"6981.84"
"1676","3","23.75","0","0","110.86","3436.53"
"1677","31","26.87","24","20.8","340.63","4352.73"
"1678",NA,NA,"3","15.15",NA,"5594.26"
"1679","13","58.13","18","80.49","384.56","6255.87"
"1680",NA,NA,"3","13.23",NA,"4933.64"
"1681",NA,NA,"17","19.62",NA,"7928.05"
"1682","5","42.27","8","67.63","109.9","3998.65"
"1683",NA,NA,"4","28.24",NA,"4250.51"
"1684","4","26","15","97.51","208.02","3737.89"
"1685","11","105.34","1","9.58","1522.7","5420.42"
"1686","699","102.92","387","56.98","1681.08","8316.74"
"1687","5","26.01","1","5.2","62.43","1050.88"
"1688","0","0","2","15.22","30.44","2184.17"
"1689","7","36.51","1","5.22","323.35","1324.71"
"1690","24","101.66","6","25.42","881.06","5900.54"
"1691","14","14.81","6","6.35","579.84","3115.05"
"1692","38","102.91","12","32.5","1700.7","5291.66"
"1693","4","24.24","12","72.73","1339.48","5630.64"
"1694","7","29","0","0","165.71","2158.42"
"1695","3","19.29",NA,NA,"527.37",NA
"1696","2","6.01","13","39.07","261.47","3849.97"
"1697","6","18","3","9","300","7305.07"
"1698","6","56.32","1","9.39","234.68","4881.25"
"1699","14","72.81","0","0","462.84","3479.12"
"1700","2","18.58","0","0","706.19",NA
"1701","25","92.51","6","22.2","1202.68","4888.43"
"1702","8","69.24","5","43.28","519.3","4102.48"
"1703","5","16.06","10","32.11","253.7","2957.71"
"1704","2","5.55","2","5.55","41.65","699.77"
"1705",NA,NA,"23","173.47",NA,"12994.95"
"1706","6","43.37",NA,NA,"686.71",NA
"1707",NA,NA,"30","89.39",NA,"5730.04"
"1708","22","33.44","8","12.16","541.12","4865.48"
"1709","20","31.37","79","123.9","611.64","4781.77"
"1710","10","43.78","8","35.02","595.42","6348.23"
"1711","11","29.78","16","43.31","343.81","5698.58"
"1712","17","61.94","3","10.93","648.57","4693.02"
"1713","37","104.21","13","36.62","543.6","3993.92"
"1714","5","8.46","14","23.68","470.21","2417"
"1715","6","49.62","0","0","272.91","5061.2"
"1716","100","44.02","59","25.97","2017.65","6265.54"
"1717","0","0",NA,NA,"399.17",NA
"1718","19","83.26","4","17.53","604.73","2502.19"
"1719","10","42.04","7","29.43","870.26","7470.78"
"1720","30","95.33","5","15.89","1404.47","7778.59"
"1721","11","21.66","22","43.33","145.74","5494.94"
"1722","18","20.76","42","48.44","811.92","6709.88"
"1723","120","80.01",NA,NA,NA,NA
"1724","62","84.62","20","27.3","631.89","6142.86"
"1725","73","137.56","7","13.19","1164.57","5575.97"
"1726","1","8.06","3","24.18","56.43","1644.5"
"1727","8","51.82","6","38.87","129.56","2617.09"
"1728","2","13.55","4","27.11","291.41","1328.27"
"1729","4","26.53","0","0","199","1247.1"
"1730",NA,NA,"15","74.39",NA,"9427.69"
"1731",NA,NA,"10","18.37",NA,"3443.14"
"1732","3","19.94","0","0","471.89","3728.57"
"1733","76","45.97","63","38.11","1421.42","14206.91"
"1734","6","54.18","1","9.03","460.5","3033.86"
"1735","1","7.94","0","0","39.71","905.48"
"1736","5","24.57",NA,NA,"761.6",NA
"1737","16","79.8","1","4.99","369.08","3451.37"
"1738","2","15.41","6","46.24","208.06","2743.32"
"1739","2","15.47","5","38.66","278.38","2938.45"
"1740","11","39.04","8","28.4","330.1","5061.58"
"1741","15","48.29","13","41.85","367.02","9848.36"
"1742","1","4.44","1","4.44","248.69","1390"
"1743","32","19.96","19","11.85","303.7","4036.62"
"1744","13","30.27","11","25.61","221.18","3888.15"
"1745",NA,NA,"7","18.08",NA,"4080.37"
"1746","3","27.2","2","18.13","1759","10952.94"
"1747","40","134.82","21","70.78","903.3","7624.12"
"1748",NA,NA,"3","5.59",NA,"3048.42"
"1749","19","98.34","23","119.05","2008.28","5983.44"
"1750","5","12.79","15","38.38","570.65","5849.84"
"1751","2","7.18","2","7.18","82.59","2574.6"
"1752","1","4.37","0","0","179.06","2166.22"
"1753","16","45.73","7","20.01","1440.54","9049.08"
"1754","6","27.36","70","319.18","1199.22","7633.03"
"1755","13","22.8","16","28.06","270.09","2023.89"
"1756","33","75.24","25","57","449.15","6313.13"
"1757","1","4.61","0","0","115.14","2118.64"
"1758","25","47.3","10","18.92","1275.11","9192.55"
"1759","4","33.47","3","25.1","1204.92","6827.88"
"1760","29","95.7","2","6.6","290.39","6771.38"
"1761","18","35.26","9","17.63","284.04","5870.71"
"1762","7","28.59","0","0","514.54","3540.51"
"1763","0","0","1","4.35","69.59","1317.85"
"1764","36","66.91","10","18.59","513","5817.74"
"1765","29","99.5",NA,NA,"816.58",NA
"1766","2","8.54","3","12.81","469.8","4317.93"
"1767","19","69.44","10","36.55","694.37","4129.66"
"1768","5","34.65","2","13.86","277.22","4809.76"
"1769","14","72.84","13","67.63","239.32","6461.68"
"1770","80","45.14","284","160.23","813.57","6641.13"
"1771","11","70.29","0","0","632.63","4013.04"
"1772","2","17.9","1","8.95","178.97","3319.91"
"1773","56","92.81","60","99.44","1756.74","9363.76"
"1774",NA,NA,"8","22.84",NA,"7307.04"
"1775","4","13.33","2","6.67","173.3","1753.04"
"1776",NA,NA,"0","0",NA,"2173.78"
"1777","0","0","0","0","313.48","5919.23"
"1778","20","23.97","27","32.36","433.92","3846.57"
"1779","16","34.21",NA,NA,"91.93",NA
"1780","7","61.15","7","61.15","602.73","14142.21"
"1781","1","4.98","1","4.98","44.79","2662.35"
"1782","2","7.39",NA,NA,"491.54",NA
"1783","33","28.94","31","27.19","659.56","6668.42"
"1784","7","66.54","0","0","1292.78","7813.69"
"1785","8","40.05","1","5.01","150.18","2432.92"
"1786","8","25.22","5","15.76","349.87","2937.65"
"1787","3","10.89","15","54.46","279.55","2508.71"
"1788","30","241.06","11","88.39","739.25","8155.89"
"1789","7","47.46","0","0","284.75","8922.03"
"1790","42","33.1","21","16.55","822.7","8282.9"
"1791","226","63.7","335","94.42","1262.47","6896.95"
"1792","3","11.68","2","7.79","210.28","2675.23"
"1793","5","22.75","0","0","464.08","5286.86"
"1794","3","21.27","0","0","42.54","843.73"
"1795","8","10.75","5","6.72","205.68","3085.26"
"1796","14","28.86","1","2.06","896.83","3195.61"
"1797","68","67.05","27","26.62","383.57","4344.48"
"1798","8","42.98","1","5.37","75.22","3771.56"
"1799","10","19.13","10","19.13","1262.31","3798.41"
"1800","5","28.98","12","69.55","144.9","5633.8"
"1801","2","18.16","1","9.08","1425.33","9568.77"
"1802","27","91.2","2","6.76","1607.89","13200.92"
"1803","6","31.78","0","0","121.81","6164.6"
"1804","4","17.59","7","30.78","567.16","5355.02"
"1805","62","401.35","44","284.83","627.91","6194.98"
"1806","2","7.7","0","0","69.34","1032.44"
"1807","19","93.42","11","54.09","2586.29","5575.77"
"1808","1","8.41","0","0","235.59","3474.97"
"1809",NA,NA,"27","35.04",NA,"6241.16"
"1810","5","20.95","7","29.32","180.13","2836.08"
"1811","54","70.24","29","37.72","2682.28","11058.21"
"1812","0","0","0","0","16.92","516.16"
"1813","1","5.88","0","0","94.15","1253.38"
"1814","9","56.93","9","56.93","929.91","4067.56"
"1815","5","22.79","2","9.11","350.93","5660.38"
"1816","116","151.12","60","78.17","530.22","7817.87"
"1817","17","28.13","29","47.99","316.1","5085.73"
"1818","9","77.47","0","0","421.76","4484.42"
"1819","3","17.24",NA,NA,"137.94",NA
"1820","1","8.03","3","24.1","216.87","3935.74"
"1821","0","0","0","0","54.25","2242.31"
"1822","89","52.93","69","41.04","671.46","7617.37"
"1823","18","24.68","7","9.6","309.84","3644.04"
"1824","15","36.19","18","43.43","1095.4","6878.83"
"1825","5","11.07",NA,NA,"106.23",NA
"1826","0","0",NA,NA,"123.33",NA
"1827",NA,NA,"2","7.51",NA,"4012.32"
"1828","0","0","0","0","23.52","2014.66"
"1829","33","22.19","65","43.71","616.67","5849.28"
"1830","0","0","5","14.31","88.7","2500.79"
"1831","7","30.29","4","17.31","1129.23","4274.65"
"1832","2","6.85","1","3.43","58.23","1791.46"
"1833","20","74.91","9","33.71","1292.18","5775.5"
"1834","25","105.16","21","88.33","1013.71","9245.39"
"1835","9","29.15","1","3.24","103.65","2753.13"
"1836","157","70.17","132","58.99","1564.23","9600.36"
"1837","2","15.23","3","22.84","91.37","3114.06"
"1838",NA,NA,"6","25.69",NA,"6252.41"
"1839","3","23.56","0","0","125.67","2599.75"
"1840",NA,NA,"3","29.26",NA,"4827.86"
"1841","6","33.46","0","0","786.35","6424.63"
"1842","14","44.51","15","47.69","438.76","5118.91"
"1843","14","50.32","1","3.59","747.58","6954.68"
"1844","2","10.61",NA,NA,"556.88",NA
"1845","6","30.84","0","0","128.51","4467.18"
"1846","3","14.23","0","0","284.54","4599.99"
"1847",NA,NA,NA,NA,NA,NA
"1848","25","91.39","38","138.92","1089.42","10956.35"
"1849","26","22.23","33","28.22","624.28","6481.43"
"1850","2","16.32","1","8.16","620.31","10218.74"
"1851","5","32.85","6","39.41","696.31","3461.87"
"1852","1","7.34","0","0","161.4","4152.3"
"1853","7","46.03","0","0","618.06","5799.2"
"1854","3","11.97","12","47.89","243.44","3412.22"
"1855","9","20.38","8","18.12","140.42","1929.7"
"1856","13","70.22","12","64.82","1199.16","8097.01"
"1857","70","24.69","74","26.1",NA,"5913.55"
"1858","2","4.87","4","9.74","233.77","3284.96"
"1859","4","15.65","1","3.91","66.52","2246.14"
"1860","20","38.12","26","49.55","1964.89","5359.15"
"1861","1","4.83","0","0","521.89","3682.23"
"1862","2","13.22","8","52.87","455.99","5075.34"
"1863",NA,NA,"8","17.04",NA,"3814.37"
"1864","2","9.84","1","4.92","142.71","3110.08"
"1865","15","73.38","1","4.89","816.99","2739.59"
"1866","1","4.05","3","12.14","24.29","2724.37"
"1867","2","11.69","1","5.85","105.23","5092.08"
"1868","26","124.57","3","14.37","210.81","5442.7"
"1869",NA,NA,"19","76.83",NA,"3881.77"
"1870","0","0","5","48.87","87.96","2238.08"
"1871","10","22.04","16","35.26","315.14","2781.21"
"1872","14","37.13","3","7.96","230.76","5660.33"
"1873","31","24","73","56.52","493.93","5650.82"
"1874","204","53.87","267","70.5","3829.21","14679.18"
"1875","2","7.16","2","7.16","89.44","1595.59"
"1876","4","26.79","0","0","428.64","2913.4"
"1877","12","60.69","1","5.06","900.31","8203.94"
"1878","5","25.98","3","15.59","592.36",NA
"1879","11","63.79","0","0","133.38","4662.49"
"1880","6","50.6","3","25.3","1054.23","4301.26"
"1881","1","5.82","0","0","232.83","2741.56"
"1882","4","32.78","0","0","450.75","4179.64"
"1883","259","61.71","231","55.04","1595.37","7757.66"
"1884","1","3.51","3","10.52","343.74","6674.85"
"1885","2","7.57","0","0","15.14","969"
"1886","8","51.52","4","25.76","399.28","7702.22"
"1887","21","37.73","27","48.51","551.55","4895.71"
"1888","17","70.81",NA,NA,"2728.14",NA
"1889","5","11.73","3","7.04","220.58","4878.56"
"1890","2","9.15","0","0","64.07","3198.79"
"1891","11","22.09","10","20.08","148.57","2640.19"
"1892","4","9.08","8","18.16","324.61","1602.62"
"1893","2","16.96","3","25.43","1305.64","8707.08"
"1894","27","198.34","2","14.69","286.49","4121.06"
"1895","43","81.59","40","75.9","865.28","7464.9"
"1896","28","62.19","16","35.54","1576.9","6603"
"1897","12","65.41","2","10.9","981.19","4175.52"
"1898","2","12.18","0","0","541.89","2179.74"
"1899","11","48.26","6","26.33","710.78","6471.57"
"1900","7","20.65","11","32.44","542.71","2498.23"
"1901","1","7.66","1","7.66","214.53","1126.26"
"1902",NA,NA,"11","66.37",NA,"11179.49"
"1903","2","17.09","9","76.9","76.9","1649.15"
"1904","9","75.37","3","25.12","108.87","2068.5"
"1905","3","21.85","3","21.85","276.81","27119.76"
"1906","0","0","1","7.44","141.44","2590.64"
"1907","1","9.48","1","9.48","237.1","1602.81"
"1908","10","21.66","2","4.33","223.06","3101.18"
"1909","12","30.18","21","52.81","809.72","5856.61"
"1910","2","14.87","2","14.87","208.13","2921.28"
"1911","21","17.47","49","40.77","249.62","3942.26"
"1912","53","98.08","25","46.26","1622.96","10389.18"
"1913","1","5.35","6","32.1","80.24","2086.23"
"1914","29","18.38","23","14.58","251.6","5041.57"
"1915","0","0","2","15.03","112.75","2322.61"
"1916","83","84.72","26","26.54","457.27","5078.95"
"1917","6","23.44","11","42.98","269.6","4821.63"
"1918","4","27.11","0","0","81.34","3280.91"
"1919","0","0","6","16.65","302.47","5236.28"
"1920","3","22.62","0","0","173.4","4704.46"
"1921","5","31.05","0","0","93.16","3421.94"
"1922","12","60.65","12","60.65","161.73","6135.65"
"1923","3","18.07","6","36.14","554.08","3860.52"
"1924","19","60.12","9","28.48","461.98","4768.53"
"1925","2","10.23","1","5.11","659.78","3145.46"
"1926","0","0","3","14.22","28.45","1858.44"
"1927","5","25.04","6","30.05","661.06","8268.23"
"1928","9","62.91","3","20.97","692.02","5647.98"
"1929","12","30.97","17","43.88","957.64","4811.44"
"1930",NA,NA,"3","12.51",NA,"2352.65"
"1931","24","64.72","21","56.63","447.63","6226.4"
"1932","32","61.41","20","38.38","293.63","5903.35"
"1933","20","41.11","28","57.56","515.95","7032.15"
"1934","4","22.31","5","27.89","278.88","3893.13"
"1935",NA,NA,"9","28.84",NA,"3839.37"
"1936","0","0","4","22.46","95.47","1173.76"
"1937","27","51.05","9","17.02","521.87","7345.85"
"1938","16","86.91","12","65.19","2210.88","12923.03"
"1939","82","50.74","61","37.74","1343.3","8405.06"
"1940","50","74.8",NA,NA,"661.25",NA
"1941","6","41.65","1","6.94","333.19","2950.16"
"1942","28","40.54","34","49.23","1461.01","7997.16"
"1943","0","0","1","6.29","339.84","4285.71"
"1944","12","37.21","13","40.31","1513.08","7255.36"
"1945","10","25.22","19","47.91","398.42","6667.17"
"1946",NA,NA,"12","21.42",NA,"2036.85"
"1947","0","0","2","14.97","44.92","1849.22"
"1948","4","20.51","2","10.25","446.04","4101.51"
"1949","13","86.62","6","39.98","1059.43","8049.04"
"1950","2","17.92","0","0","259.79","3878.89"
"1951","265","87.05","109","35.8","510.78","5965.75"
"1952","1","8.47","2","16.94","635.43","1914.77"
"1953","19","32.56","1","1.71","219.36","3689.74"
"1954","2","15.46","0","0","69.58","1469"
"1955",NA,NA,"1","4.12",NA,"1885.01"
"1956","1","4.65","3","13.96","255.89","2493.72"
"1957","3","19.74","2","13.16","243.47","3395.41"
"1958",NA,NA,"1","7.34",NA,"3244.99"
"1959","4","26.91","1","6.73","148.02","2354.84"
"1960",NA,NA,"25","215.48",NA,"4033.79"
"1961","43","72.45","44","74.13","303.26","4355.15"
"1962","6","16.41","11","30.08","246.09","4634.69"
"1963","9","29.92","14","46.54","611.64","6867.67"
"1964","194","69.14","214","76.26","792.93","9053.65"
"1965",NA,NA,"0","0",NA,"2487.48"
"1966","4","22.41","5","28.01","336.13","4711.48"
"1967","28","60.62","13","28.15","517.46","3570.27"
"1968","0","0","1","4.64","65.03","1467.72"
"1969","4","26.49","3","19.87","291.41","10404.66"
"1970","3","24.66","1","8.22","139.73","2885.09"
"1971",NA,NA,"11","65.31",NA,"5141.6"
"1972","83","93.11","24","26.92","1573.82","10452.52"
"1973","12","15.81","12","15.81","502.05","8631.03"
"1974","14","19.14","16","21.88","604.42","2998.85"
"1975","58","128.21","38","84","499.59","9100.96"
"1976","131","53.94","338","139.18","1636.75","7621.71"
"1977","6","19.37","10","32.29","80.73","2676.96"
"1978","22","68.57","20","62.34","377.16","2802.19"
"1979","2","16.86","1","8.43","320.4","4460.37"
"1980",NA,NA,"10","55.38",NA,"5703.84"
"1981","51","71.6","8","11.23","306.05","2754.42"
"1982","50","93.59","16","29.95","2493.17","7681.65"
"1983",NA,NA,"3","27.95",NA,"3046.68"
"1984","3","8.16","29","78.92","568.75","5284.79"
"1985","92","107.62","59","69.02","2089.28","9898.93"
"1986","2","11.17","2","11.17","122.88","4552.31"
"1987","2","18.55","3","27.83","194.82","5445.77"
"1988","3","22.99","2","15.33","30.66","5180.87"
"1989","15","71.36","13","61.85","214.08","7759.28"
"1990","103","93.31","29","26.27","430.31","4012.32"
"1991","6","42.02","1","7","413.19","5448.56"
"1992","61","33.44","95","52.08","430.93","3922.8"
"1993","39","53.07","48","65.32","1271.02","8434.49"
"1994","7","23.19","7","23.19","483.72","4346.82"
"1995","1","6.03","0","0","96.55","3325.09"
"1996","6","34.59","1","5.76","570.7","4767.39"
"1997","2","12.99","2","12.99","64.94","3987.53"
"1998","1","8.27","1","8.27","57.88","983.96"
"1999","51","90.74","84","149.46","1368.23","10780.37"
"2000","1","9.46","0","0","122.95","1134.97"
"2001",NA,NA,"5","37.94",NA,"2223.07"
"2002","24","109.32","12","54.66","264.2","4473.19"
"2003","6","43.73","3","21.86","233.22","2973.54"
"2004","4","25.15","0","0","591.05","3137.58"
"2005","15","76.99","8","41.06","549.22","7365.77"
"2006","0","0","2","16.08","64.3","1591.51"
"2007","11","13.72","10","12.48","496.56","5910.02"
"2008","17","142.21","9","75.29","2451.06","4810.11"
"2009","6","19.46","4","12.97","194.55","3842.41"
"2010","6","27.24",NA,NA,"1911.64",NA
"2011","20","61.6","6","18.48","1678.68","8987.86"
"2012","18","27.65","48","73.73","950.76","5320.55"
"2013","0","0",NA,NA,"7.6",NA
"2014","56","53.59","127","121.53","1308.07","7757.52"
"2015","4","20.69","23","118.99","331.11","2612.65"
"2016","14","46","3","9.86","1938.43","6814.07"
"2017","0","0","1","8.26","627.84","10698.06"
"2018","87","44.15","70","35.52","860.21","5422.59"
"2019","0","0","0","0","43.5","1822.05"
"2020","10","18.32","5","9.16","487.28","5006.5"
"2021","30","48.52","63","101.9","1285.83","5130.36"
"2022","2","5.52","29","80.06","113.19","2225.17"
"2023","0","0","0","0","47.11","2911.52"
"2024","2","7.95","0","0","421.34","2857.94"
"2025","1","3.49","0","0","296.26","4945.8"
"2026","2","11.03","0","0","49.63","1637.81"
"2027","6","35.31","0","0","94.16","3842.98"
"2028","12","35.04","1","2.92","878.96","4497.01"
"2029","4","29.14","3","21.86","480.87","2557.38"
"2030","50","41.52","63","52.32","1219.94","5828.13"
"2031","4","28.54","1","7.14","827.68","6243.31"
"2032","0","0","0","0","111.83","1888.03"
"2033","2","13.51","2","13.51","162.1","2512.49"
"2034",NA,NA,"131","184.51",NA,"7746.48"
"2035","65","58.01","80","71.4","1448.54","6903.54"
"2036","3","28.29","1","9.43","622.29","5921.18"
"2037","60","50.09","106","88.49","1218.85","4063.11"
"2038","9","49.58","14","77.12","1509.31","11402.45"
"2039","6","30.5","8","40.67","213.5","10009.15"
"2040","12","50.51","5","21.05","534.6","5880.62"
"2041","0","0","0","0","133.14","2135.59"
"2042","1","8.85","1","8.85","8.85","1044.06"
"2043","43","32.92","65","49.77","591.12","4872.89"
"2044","100","122.39","35","42.84","1141.93","9484.24"
"2045","16","15.97","114","113.81","491.18","4319.83"
"2046","29","64.07",NA,NA,"1082.63",NA
"2047","9","51.49","0","0","1590.48","7488.99"
"2048","64","69.92","26","28.41","1981.89","16092.17"
"2049","26","41.84","35","56.33","996.19","8001.67"
"2050","1","8.69","0","0","60.84","2138.2"
"2051","100","50.25","220","110.55","1291.41","10191.1"
"2052",NA,NA,"13","67.26",NA,"4045.94"
"2053","4","26.84","9","60.38","167.73","9111.04"
"2054","1","7.77","2","15.55","583.07","5690.74"
"2055","26","32.32","35","43.51","84.54","3252.32"
"2056","105","52.6","96","48.09","861.57","6852"
"2057","6","49.25","1","8.21","566.36","4399.57"
"2058","6","53.65","0","0","89.41","3111.59"
"2059","13","36.53","0","0","112.41","2242.52"
"2060","517","138.25","246","65.78","1682.47","7349.19"
"2061","1","9.22","2","18.43","82.95","1539.17"
"2062",NA,NA,"3","14.76",NA,"2982.14"
"2063","37","24.67","64","42.67","721.98","6100.46"
"2064","0","0","1","5.35","416.93","3752.41"
"2065","0","0","1","6.98","55.84","2450.09"
"2066","24","47.64","27","53.6","867.49","8234.24"
"2067","3","11.46","13","49.68","366.83","3148.64"
"2068","19","121.13","2","12.75","2052.79","7331.38"
"2069","6","35.23","1","5.87","399.23","4221.22"
"2070","1","7.17","1","7.17","43.01","1791.99"
"2071","19","104.61","25","137.64","765.29","6915.16"
"2072","5","15.81","0","0","186.52","2045.4"
"2073","4","27.05","3","20.29","243.47","3611.52"
"2074","8","33.99","1","4.25","229.44","5633.92"
"2075","834","168.46","656","132.51","1678.54","6534.58"
"2076","87","84.49","56","54.38","1684.94","5183.01"
"2077",NA,NA,"8","33.81",NA,"3034.53"
"2078","28","29.46","20","21.04","482.97","5454.72"
"2079","0","0","38","64.46","144.2","4906.1"
"2080","77","26.34","492","168.33","1091.39","5601.65"
"2081","4","12.12","17","51.49","196.89","4810.08"
"2082","6","31.53","4","21.02","157.66","3084.93"
"2083","0","0","0","0","112.63","788.39"
"2084","9","22.59","7","17.57","542.11","4223.97"
"2085","3","16.13","4","21.51","279.58","4946.5"
"2086","8","12.95","42","68.01","236.43","4516.38"
"2087","12","57.53","3","14.38","575.26","5690.32"
"2088","12","54.13","2","9.02","460.14","4682.64"
"2089","11","14.44","11","14.44","517.18","6195.61"
"2090","79","45.31","83","47.61","817.33","7045.06"
"2091","25","83.06","30","99.67","1122.96","10319.28"
"2092","27","92","9","30.67","1090.36","9138.61"
"2093","22","110.26","10","50.12","1047.46","8835.76"
"2094","22","53.85","18","44.06","176.25","3732.99"
"2095","20","20.83","27","28.11","214.51","4264.07"
"2096","16","41.28","47","121.27","864.36","4561.76"
"2097","181","41.52","200","45.88","286.27","4465.56"
"2098","3","6.16","1","2.05","260.89","5367.71"
"2099","0","0","2","12.49","480.89","4352.99"
"2100","444","40.9","309","28.46","1097.07","7817.4"
"2101","4","22.24","7","38.93","861.93","8013.12"
"2102","5","41.25","1","8.25","90.74","2408.84"
"2103","0","0","0","0","51.04","1173.9"
"2104","5","42.09","0","0","336.7","3661.62"
"2105","0","0","0","0","62.03","1036.87"
"2106","14","25","16","28.58","1496.64","6797.4"
"2107","18","84.57","3","14.1","930.28","4477.54"
"2108","2","12.41","3","18.62","155.14","1725.21"
"2109","1","8.39","4","33.57","478.35","2618.33"
"2110","20","55.63","9","25.03","136.28","4361.01"
"2111","8","49.48","7","43.29","408.19","2863.5"
"2112","65","103.18","31","49.21","1219.13","11175.31"
"2113","23","47.19","21","43.08","369.3","5030.67"
"2114","2","14.65","0","0","109.84","3617.46"
"2115","18","38.89","8","17.28","200.94","5237.34"
"2116","4","5.53","5","6.92","208.93","4426.27"
"2117","14","26.97","5","9.63","674.31","3941.82"
"2118","11","14.46","6","7.89","76.24","4083.91"
"2119","1","4.38","5","21.9","135.76","2583.75"
"2120","4","32.51","0","0","463.3","3096.81"
"2121","4","21.8","17","92.66","479.67","6230.24"
"2122","3","17.31","3","17.31","756.05","5430.83"
"2123","17","81.66","0","0","302.61","1681.16"
"2124",NA,NA,"1","8.87",NA,"2998.85"
"2125","4","21.72","8","43.44","1026.28","6798.44"
"2126","4","35.18","0","0","219.86","2682.26"
"2127","25","73.08","2","5.85","742.54","5712.28"
"2128","5","43","2","17.2","137.59","1642.45"
"2129","39","76.08","32","62.42","462.3","5670.54"
"2130","39","76.08","20","39.02","2678.55","12667.04"
"2131","2","8.63","6","25.9","189.92","4640.02"
"2132","1","4.73","0","0","127.67","1584"
"2133","31","67.2","29","62.86","901.76","7318.13"
"2134","22","17.7","34","27.35","624.31","2540.67"
"2135","62","71.59","33","38.1","952.59","6066.55"
"2136","1","7.38","0","0","81.17","2627.11"
"2137","7","58.74","5","41.96","243.35","2827.89"
"2138","10","39.91","2","7.98","99.77","2913.24"
"2139","0","0",NA,NA,"5.35",NA
"2140",NA,NA,"0","0",NA,"2793.99"
"2141","5","20.35","4","16.28","73.27","2377.37"
"2142","0","0","1","2.95","38.38","2323.73"
"2143","0","0",NA,NA,"17.62",NA
"2144","7","23.77","20","67.91","648.56","6648.56"
"2145","13","24.82","27","51.55","234.82","5064.91"
"2146",NA,NA,"4","18.53",NA,"4590.51"
"2147","0","0","1","7.43","156.08","1843.18"
"2148","2","11.76","2","11.76","488.03","4004.23"
"2149","22","27.34","11","13.67","272.13","5197.89"
"2150","11","75.17","7","47.83","444.17","7031.57"
"2151","7","22.81","6","19.56","404.15","3865.46"
"2152",NA,NA,"6","11.57",NA,"6702.13"
"2153","0","0","1","4.46","307.5","5699.9"
"2154","4","19.01","5","23.76","822.2","8787.61"
"2155","2","8.16","2","8.16","277.57","3188.02"
"2156","356","67.01","320","60.23","1399.84","10458.26"
"2157","5","8.24","11","18.14",NA,"3043.84"
"2158",NA,NA,"3","10.98",NA,"2654.51"
"2159","61","73.39",NA,NA,"1538.83",NA
"2160","1","8.47","1","8.47","321.82","2879.4"
"2161","1","5","9","45.03","40.02","2496.5"
"2162","106","80.47","77","58.45","1248.05","5748.3"
"2163",NA,NA,"10","19.76",NA,"1077.03"
"2164","4","24.8","2","12.4","130.22","1674.21"
"2165","0","0","2","18.07","27.11","2683.9"
"2166","3","10.55","4","14.07","432.61","1540.52"
"2167","2","16.59","0","0","190.79","4180.84"
"2168","9","32.24","0","0","275.83","2314.09"
"2169","7","59.71","6","51.18","597.12","6218.54"
"2170","4","21.65","2","10.83","422.22","5591.64"
"2171","1","4.15","2","8.29","82.93","2550.07"
"2172","21","73.9","0","0","700.29","7333.64"
"2173","3","15.2","4","20.27","709.29","5314.62"
"2174",NA,NA,"4","14.84",NA,"3343.72"
"2175","8","43.72","6","32.79","426.25","2950.98"
"2176","2","6.54","0","0","13.07","3555.44"
"2177","7","19.54","9","25.12","605.74","3140.35"
"2178","1","9.43","0","0","113.2","2546.93"
"2179",NA,NA,"8","29.01",NA,"6366.7"
"2180","4","21.43","0","0","353.53","4070.92"
"2181","15","129.65","1","8.64","2333.62","7839.24"
"2182","30","52.03","1","1.73","180.36","4498.47"
"2183","2","9.86","3","14.8","172.63","4655.98"
"2184","18","158.69","0","0","1313.59","9503.66"
"2185","33","60.08","35","63.72","1691.21","9213.38"
"2186","4","14.99","7","26.23","741.91","10532.82"
"2187","3","19.13","0","0","216.85","3080.55"
"2188","1","7.37","1","7.37","73.73","1946.47"
"2189","1","5.07","3","15.22","324.66","2115.36"
"2190","1","6.28","2","12.57","43.98","1042.91"
"2191","4","29.14","2","14.57","254.93","3678.35"
"2192","7","17.72","19","48.11","255.74","3385.32"
"2193","7","18.83","16","43.05","492.4","6546.48"
"2194","3","7.14","15","35.71","228.53","3601.69"
"2195","3","13","5","21.66","485.18","2330.62"
"2196","56","69.62",NA,NA,"1246.89",NA
"2197","2","9.8","0","0","205.84","2024.11"
"2198","1","8.08","5","40.4","234.34","3434.34"
"2199","4","14.98","5","18.72","86.12","1748.67"
"2200","9","10.01","0","0","640.62","1623.79"
"2201","15","59.71","6","23.88","409.98","5835.29"
"2202","4","24.37","7","42.64","255.86","5111.18"
"2203","8","27.53","20","68.83","1996.15","5427.45"
"2204","6","21.95","27","98.76","288.98","7107.32"
"2205","6","32.87","2","10.96","372.56","3353.06"
"2206","6","26.9","6","26.9","228.66","4183.11"
"2207","5","9.46","10","18.92","285.73","5144.94"
"2208","1","7.81","0","0","46.85","3817.93"
"2209","0","0","0","0","132.87","1992.98"
"2210","30","49.46","34","56.06","545.75","7356.84"
"2211","4","33.09","2","16.55","124.1","5824.44"
"2212","5","13.61","8","21.77","353.83","4654.2"
"2213","2","15.71","1","7.85","691.17","5340.87"
