"","racepctblack","racePctWhite","PctImmigRec5","PctRecImmig5","rapes","rapesPerPop","arsons","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop"
"1163",26.9,68.76,23.98,1.66,"209","116.34","73","40.63","2304.49","9956.08"
"1164",7.44,42.35,17.93,6.52,"10","18.16","24","43.59","908.08","6418.34"
"1165",3.26,91.39,17.84,1.48,"0","0","1","3.23","32.29","1443.33"
"1166",17.63,81.33,14.53,0.14,"6","43.85","7","51.16","716.27","5562.05"
"1167",1.81,88.15,27.35,8.54,"3","14.32","0","0","124.14","1675.9"
"1168",1.36,81.06,16.67,0.08,"9","66.74","0","0","400.42","5613.23"
"1169",0.61,96.62,49.3,2.32,"0","0","1","9.44","18.87","1283.26"
"1171",0.99,97.62,18.25,1.1,"22","32","15","21.82","622.5","4126.25"
"1175",1.39,85.37,5.27,0.61,"0","0","11","94.51","137.47","3909.27"
"1176",40.43,58.22,45.88,1.08,"26","53.95","7","14.53","734.56","6596.53"
"1177",0.8,96.5,20.43,1.42,"3","18.88","3","18.88","44.06","1982.88"
"1178",43.88,32.47,30.47,6.02,"353","93.62","401","106.36","2601.6","9420.56"
"1179",0.59,95.96,15.29,2.54,"0","0","1","3.19","79.76","1885.47"
"1180",5.49,92.63,16.53,0.37,"7","17.57","4","10.04","401.67","3549.73"
"1181",0.92,97.11,15.45,0.52,"18","56.2","11","34.34","224.8","4842.49"
"1183",2.78,84.9,30.7,4.16,"0","0","6","23.93","386.92","6382.13"
"1184",1.1,90.42,17.13,1.81,"1","6.19","0","0","37.13","2054.58"
"1185",2.48,93.36,16.72,0.8,"1","6.94","1","6.94","69.41","2151.58"
"1187",30.72,67.37,22.09,1.56,"90","137.13","29","44.19","2082.86","9425.42"
"1188",1.06,95.97,30.21,1.58,"2","11.62","0","0","203.29","1469.48"
"1189",0.11,97.17,38.75,0.62,"9","24.32","0","0","178.31","3787.76"
"1190",0.16,80.42,20.37,3.69,"9","61.59","4","27.37","1266.08","2607.45"
"1191",10.49,86.66,22.24,1.2,"24","37.51","13","20.32","426.71","5608.18"
"1192",14.22,80.48,20,0.63,"4","15.77","3","11.82","106.42","3121.55"
"1193",25.14,67.1,24.32,0.83,"36","84.81","40","94.24","690.29","8622.72"
"1194",8.54,59.78,23.3,5.89,"33","31.79","85","81.87","639.59","5478.87"
"1195",1.37,90.67,15.7,1.17,"4","6.9","12","20.7","144.9","3508.59"
"1197",2.34,96.59,8.76,0.12,"1","6.55","0","0","13.1","2363.96"
"1198",7.32,91.93,22.41,0.15,"81","124.24","49","75.16","1432.56","6883.65"
"1199",0.76,96.23,14.4,0.54,"0","0","1","9.18","358","2717.09"
"1200",6.58,92.38,14.32,0.23,"10","42.5","1","4.25","395.27","2375.89"
"1201",46.98,52.39,62.72,1.33,"4","34.89","1","8.72","985.78","7781.56"
"1202",12.36,79.09,21.37,3.42,"8","26.75","9","30.1","598.56","4270.19"
"1203",2.48,79.64,42.11,1.74,"14","26.67","3","5.72","493.46","8139.16"
"1204",13.06,84.55,36.46,0.91,"17","146.88","4","34.56","1045.45","10860.55"
"1205",18.53,78.72,29.9,1.17,"16","91.56","6","34.34","412.04","5133.34"
"1206",0.07,78.36,21.27,5.55,"3","22.49","2","15","307.42","4978.63"
"1207",0.48,98.6,18,1.47,"0","0","1","6.92","96.85","3147.7"
"1208",0.7,92.75,18.66,2.04,"5","17.02","19","64.68","268.94","3295.32"
"1209",3.17,92.93,20.42,1.18,"0","0","0","0","147.83","3030.55"
"1210",9.68,87.35,22.13,0.37,"9","41.09","13","59.36","803.58","7108.94"
"1211",9.44,72.66,25.21,2,"39","20.31","113","58.85","974.37","7215.88"
"1212",9.84,85.65,8.4,0.19,"4","36.6","2","18.3","603.84","7721.87"
"1213",20.65,75.51,22.59,1.74,"59","56.39","45","43.01","1183.14","6316.12"
"1214",58.46,28.62,29.15,5.45,"257","98.76","184","70.71","3928.03","10942.54"
"1215",89.95,7.21,27.16,3.52,"88","120.18","97","132.47","2941.62","7166.95"
"1216",2.72,87.44,24.62,0.96,"42","60.61","42","60.61","577.28","7709.63"
"1217",72.13,26.56,20.93,0.39,"26","62.88","8","19.35","1332.66","6682.63"
"1218",12.02,72.97,19.2,1.9,"46","66.93","18","26.19","566.03","6086.67"
"1219",1.25,93.43,42.14,2.15,"64","53.23","57","47.41","390.93","6890.36"
"1220",14.83,69.93,35.58,6.98,"114","76.1","384","256.33","916.52","9460.97"
"1221",23.62,75.32,9.78,0.11,"71","112.73","25","39.69","1020.91","11250.65"
"1222",6.09,88.43,16.88,1.56,"0","0","3","22.94","183.56","2699.81"
"1223",0.31,99.05,10.42,1.05,"1","8.82","0","0","8.82","3167.46"
"1224",7.11,89.91,42.44,2.03,"10","34.72","10","34.72","395.81","3517.12"
"1225",2.04,79.17,19.86,3.07,"7","15","16","34.3","319.39","4392.09"
"1226",0.72,93.79,22.74,0.42,"5","22.91","12","54.99","132.89","3986.8"
"1228",12.53,82.32,49.25,4.08,"15","31.62","14","29.51","672.46","5046.59"
"1229",0.43,98.9,14.94,0.09,"4","27.99","4","27.99","538.88","4674.92"
"1230",14.46,84.34,0,0,"1","7.6","0","0","212.78","2173.42"
"1231",3.83,89.2,16.15,0.8,"28","67.39","44","105.89","536.69","9352.36"
"1232",9.43,89.93,7.75,0.17,"5","26.4","5","26.4","337.96","4198.13"
"1233",0.88,96.53,22.35,0.92,"11","28.65","8","20.84","885.56","2878.05"
"1234",0.1,98.24,11.48,0.24,"10","26.38","11","29.02","137.16","2640.39"
"1236",1.34,95.19,20.43,2.45,"3","6.48","3","6.48","188.02","1346.39"
"1237",2.88,84.9,31.07,5.61,"11","19.23","15","26.22","241.21","5743.65"
"1238",0.38,98.17,5.89,0.29,"0","0","1","6.45","51.57","1366.51"
"1239",7.89,90.07,8.65,0.53,"2","3.99","18","35.9","199.45","4374.02"
"1240",1.08,92.19,13.65,0.41,"0","0","1","3.29","207.47","2133.97"
"1242",10.6,87.82,9.39,0.22,"3","18.83","7","43.95","420.62","4564"
"1244",0.37,98.81,5.63,0.07,"3","23.67","1","7.89","55.23","2351.27"
"1245",0.49,65.84,25.46,11.74,"10","45.04","11","49.54","1531.26","4107.37"
"1246",1.33,93.1,28.4,0.68,"1","6.91","1","6.91","62.17","4759.27"
"1247",1.15,30.38,32.71,18.07,"7","30.23","6","25.91","1593.54","2725"
"1249",6.01,70.7,41.12,10.36,"1","5.9","0","0","601.38","4020.99"
"1250",18.26,78.71,12.22,0.7,"11","31.31","18","51.23","216.31","5063.33"
"1251",0.37,99.22,4.96,0.04,"1","6.17","0","0","61.69","888.29"
"1252",1.39,81.23,18.11,2.87,"9","19.32","11","23.62","650.56","3139.02"
"1253",9.31,88.42,3.34,0.12,"8","40.01","3","15","525.08","6706.01"
"1254",1.18,96.83,9.83,1.24,"1","9.59","1","9.59","182.15","4908.45"
"1255",0.51,95.7,9.83,0.83,"0","0","0","0","84.96","2473.33"
"1256",0.26,99,3.4,0.1,"4","12.83","16","51.31","125.06","2379.35"
"1259",0.83,91.59,8.21,0.75,"1","2.57","9","23.13","25.7","1765.89"
"1260",48.72,50.57,11.97,0.09,"11","61.35","8","44.62","730.58","9118.29"
"1261",1.27,96.3,16.79,0.66,"5","22.9","5","22.9","114.49","3201.14"
"1262",2.35,97.3,0,0,"0","0","1","8.76","61.33","3451.9"
"1263",1.62,90.33,48.91,11.31,"0","0","0","0","33.38","1962.62"
"1264",0.43,96.08,14.18,1.61,"6","31.47","3","15.73","178.33","3498.37"
"1265",5.6,88.73,31.67,7.05,"10","14.43","8","11.54","249.58","3348.43"
"1266",0.97,97.11,15.19,1.15,"1","2.71","4","10.84","43.35","1514.7"
"1267",2.09,84.17,17.32,6.76,"9","17.9","4","7.95","294.3","4128.14"
"1268",38.02,58.99,22.83,0.78,"49","25.75","46","24.17","611.05","5857.78"
"1270",0.17,94.76,29.4,0.85,"10","30.86","12","37.03","438.23","6156.84"
"1272",4.35,92.11,9.47,1.4,"2","4.02","20","40.24","150.88","2939.22"
"1275",19.32,80.12,50.72,0.21,"19","105.54","0","0","966.56","6504.83"
"1276",2.51,95.78,11.56,0.72,"0","0","0","0","134.26","3269.63"
"1278",2.42,95.08,9.38,0.69,"9","11.72","16","20.84","166.71","3413.65"
"1279",41.65,55.77,24.68,0.41,"18","75.75","10","42.08","938.43","7259.18"
"1280",3.42,93.05,16.45,5.86,"8","18.87","7","16.51","974.36","13650.41"
"1281",6.3,92.55,24.51,0.32,"12","30.94","21","54.14","618.78","4473.26"
"1282",2.26,94.83,12.26,0.71,"1","3.29","10","32.95","204.28","2263.52"
"1283",30.08,58.09,21.73,1.84,"90","106.61","136","161.11","643.24","5166.08"
"1284",3.48,91.95,59.16,3.36,"24","90.21","7","26.31","360.85","4784.99"
"1285",9.42,89.8,31.87,0.24,"6","42.76","3","21.38","669.95","4632.6"
"1287",8.69,88.92,14.73,1.05,"8","15.07","1","1.88","177.06","3987.64"
"1288",2.72,93.82,12.67,0.54,"8","27.64","4","13.82","190.01","1931.18"
"1289",1.06,47.96,30.51,13.02,"14","36.68","9","23.58","822.57","3492"
"1290",1.9,88.68,28.62,2.47,"11","27.15","48","118.49","589.98","4825.97"
"1291",2.64,92.83,23.46,0.96,"16","35.02","4","8.75","188.22","3403.37"
"1293",0.19,98.55,10.53,0.13,"1","5.05","2","10.11","151.58","3910.87"
"1295",3.42,94.14,7.12,0.13,"0","0","4","23.32","145.76","5054.8"
"1296",19.9,76.64,30.11,0.73,"73","97.8","22","29.47","833.29","7431.27"
"1297",39.05,56.74,28.07,1.05,"204","83.66","135","55.36","1135.5","8027.25"
"1298",63.27,35.96,39.8,0.48,"297","109.7","215","79.42","2466.68","9349.97"
"1299",46.2,53.46,9.59,0.06,"3","24.47","3","24.47","750.53","8117.15"
"1300",5.54,84.65,17.3,0.79,"22","52.11","6","14.21","184.77","3181.33"
"1301",26.6,58.54,24.62,3.6,"72","54.11","192","144.3","1908.96","8455.77"
"1302",0.22,99.04,17.09,0.3,"1","7.82","0","0","54.75","5552.95"
"1305",5.68,91.57,35.47,1.05,"5","23.05","7","32.27","364.21","5297.13"
"1308",9.19,89.93,6.08,0.14,"3","8.69","0","0","147.79","4129.36"
"1311",14.91,80.51,29.14,5.94,"11","34.36","0","0","1680.3","12452.37"
"1312",1.21,96.68,3.85,0.15,"1","5.99","1","5.99","83.81","2675.85"
"1313",22.54,75.77,5.64,0.11,"22","64.33","7","20.47","663.76","7228.28"
"1314",6.39,89.78,14.19,0.71,"53","61.77","33","38.46","536.08","5063.63"
"1315",2.58,81.9,24,3.65,"1","6.07","0","0","103.24","2641.81"
"1316",2.24,77.75,32.7,7.37,"44","51.13","18","20.92","779.72","5227.99"
"1318",36.62,62.66,8.91,0.06,"24","43.82","17","31.04","385.23","3850.44"
"1319",1.17,98.04,6.38,0.05,"8","47.01","0","0","82.26","5153.06"
"1320",1.55,78.88,19.93,3.06,"3","10.29","8","27.43","236.6","1543.05"
"1321",5.46,93.04,27.55,0.44,"6","50","2","16.67","716.61","5232.9"
"1322",55.99,43.04,30.5,0.52,"18","40.58","16","36.07","845.39","9292.57"
"1325",5.73,87.64,19.66,3.14,"5","12.6","1","2.52","297.32","3897.9"
"1326",1.32,91.07,27.82,2.66,"18","44.54","16","39.59","143.51","4097.49"
"1327",4.44,91.87,20.56,2.18,"0","0","0","0","50.49","1609.44"
"1328",3.1,87.43,36.6,7.83,"8","14.19","4","7.1","475.46","3738"
"1329",0.39,97.37,25.48,0.95,"1","5.6","11","61.62","39.21","1243.63"
"1330",42.35,56.71,46.25,0.72,"8","28.99","3","10.87","1138.05","9843.79"
"1331",0.53,38.18,28.62,14.91,"11","25.79","10","23.45","1313.17","3831.63"
"1332",27.22,65.22,24.56,1.28,"8","24.8","5","15.5","796.75","6308.9"
"1333",6.44,86.37,25.84,2.74,"2","8.71","0","0","95.76","1915.21"
"1335",0.83,94.67,7.91,0.51,"2","15.08","15","113.13","211.18","7240.37"
"1336",5.93,93.13,8.84,0.19,"4","14.02","5","17.53","234.84","2316.86"
"1337",0.95,78.23,20.26,3.94,"3","5.38","9","16.14","270.88","4952.91"
"1338",17.99,81.05,31.58,0.51,"13","50.55","4","15.55","497.69","4514.17"
"1339",8.56,90.13,15.97,0.27,"0","0","15","100.2","387.44","8076.15"
"1340",29.48,68.08,20.55,0.61,"13","85.4","2","13.14","1517.44","9794.39"
"1341",0.23,98.62,12.5,0.32,"3","21.7","10","72.32","130.17","3087.94"
"1342",24.78,73.19,67.39,1.53,"3","20.03","0","0","1108.14","7162.88"
"1343",1.2,68.17,25.29,3.92,"9","26.64","78","230.84","790.2","5445.56"
"1344",7.75,88.71,16.92,0.42,"3","27.7","9","83.09","840.18","4256.3"
"1345",3.74,93.09,17.8,2.41,"6","12.45","7","14.53","373.65","4739.07"
"1347",0.32,85.47,35.35,1.97,"11","44.71","14","56.9","325.15","5742.97"
"1348",1.31,77.21,40.53,14.22,"4","12.41","0","0","425.03","3378.53"
"1350",1.81,93.64,22.72,0.76,"28","49.54","5","8.85","265.42","4055.56"
"1351",1.64,92.31,19.14,0.78,"8","33.88","0","0","173.62","2151.18"
"1352",0.23,99.28,4.75,0.29,"4","13.67","0","0","1196.34","2631.94"
"1353",16.75,80.45,20.95,0.46,"130","70.28","143","77.3","555.18","7553.59"
"1355",5,82.24,20.27,2.47,"5","14.58","13","37.91","358.64","5181.36"
"1356",0.91,97.25,5.25,0.45,"1","8.84","1","8.84","106.04","3614.35"
"1357",0.66,95.8,14.04,0.45,"15","43.97","8","23.45","275.53","8969.4"
"1358",16.99,79.42,29.5,0.95,"17","56.75","12","40.06","824.52","5738.22"
"1359",1.68,96.72,7.62,0.52,"8","23.68","1","2.96","239.72","2903.31"
"1360",6.19,90.92,2.92,0.1,"8","48.24","1","6.03","319.6","4287.52"
"1361",3.12,91.69,17.4,0.35,"13","19.67","6","9.08","175.54","2916.07"
"1363",18.21,80.67,8.83,0.2,"82","96.97","76","89.88","1224","7475.25"
"1364",0.21,98.37,1.68,0.06,"6","53.82","1","8.97","125.57","3264.87"
"1365",0.85,91.74,19.56,1.74,"0","0","1","8.66","138.54","1359.43"
"1366",18.08,77.42,14.03,1.08,"42","57.26","2","2.73","1203.87","7311.82"
"1367",1.26,92.53,41.72,3.38,"20","22.79","18","20.51","208.56","6441.54"
"1368",1.88,92.57,25.65,8.6,"1","7.14","0","0","950.27","8202.34"
"1369",0.66,97.65,23.65,0.79,"0","0","0","0","66.3","1443.94"
"1370",0.11,47.7,26.91,6.34,"2","11.09","9","49.91","754.26","4630.91"
"1372",0.4,97.14,15.6,0.38,"11","35.12","7","22.35","268.19","3457.74"
"1373",1.4,89.31,20.17,2.21,"3","9.44","9","28.31","534.69","5777.82"
"1374",35.62,57.31,32.12,1.75,"7","25.39","0","0","304.71","5833.06"
"1375",1.09,80.63,19.8,0.96,"12","41.53","7","24.23","114.21","3637.43"
"1376",1.66,97.51,0,0,"3","18.04","0","0","120.26","1906.19"
"1377",4.49,59.96,20.83,6.09,"18","47.64","24","63.52","690.81","7453.28"
"1380",0.55,98.08,12.94,0.24,"23","40.13","20","34.89","197.14","6512.56"
"1381",4.39,93.38,28.13,1.02,"1","5.44","1","5.44","212.07","2974.44"
"1382",19.81,79.09,13.35,0.27,"44","67.28","8","12.23","697.28","7370.37"
"1383",9.67,89.87,35,0.09,"5","29.86","1","5.97","513.59","3147.21"
"1384",10.44,77.79,18.9,0.46,"15","78.79","4","21.01","546.28","4107.57"
"1385",0.52,96.96,26.24,0.92,"3","9.47","2","6.31","123.07","1707.22"
"1386",5.21,76.28,12.63,1.85,"10","25.19","13","32.74","619.57","2284.35"
"1388",1.57,97.58,1.73,0.09,"11","79.31","1","7.21","216.29","2718.1"
"1389",0.25,98.87,3.23,0.04,"6","45.64","2","15.21","167.34","3772.72"
"1390",6.75,92.52,27.99,0.34,"61","113.04","33","61.15","563.33","5957.57"
"1391",3.67,86.07,18.23,2.76,"4","11.5","9","25.88","485.98","4077.64"
"1392",9.36,89.71,31.25,0.22,"9","69.03","1","7.67","1165.91","6696.33"
"1393",38.12,59.3,9.03,0.27,"79","85.7","278","301.59","2299.87","6833.44"
"1394",3.12,89.61,8.46,0.2,"22","40.7","12","22.2","199.81","4754.77"
"1395",2.3,94.57,6.04,0.41,"5","22.61","1","4.52","108.52","1777.07"
"1396",2.58,97.02,3.05,0.03,"1","5.97","8","47.78","286.67","4646.44"
"1398",1.99,96.35,5.19,0.17,"0","0","2","12.56","238.59","2059.4"
"1399",14.77,84.4,5.41,0.19,"13","41.36","9","28.63","362.65","2742.17"
"1400",16.16,80.24,34.44,1.55,"7","37.68","5","26.92","602.9","5151.53"
"1401",38.03,56.42,14.76,2.12,"14","67.7","9","43.52","483.61","3032.21"
"1402",8.43,90.66,3.11,0.04,"3","22.13","4","29.51","177.04","4086.75"
"1405",0.5,97.77,28.81,1.47,"0","0","0","0","35.26","2397.74"
"1407",55.07,36.34,20.96,1.34,"12","69.93","12","69.93","1730.67","5524.15"
"1408",20.6,78.55,38.69,0.23,"18","50.77","14","39.49","857.47","5835.9"
"1409",16.05,83.05,4.39,0.05,"5","44.74","0","0","1082.77","5100.67"
"1411",7.85,70.52,30.93,4.15,"13","31.16","18","43.14","467.36","4510.59"
"1412",23.5,32.16,26.82,7.84,"12","22.33","17","31.63","2037.32","5511.01"
"1413",2.01,87.1,18.06,1.82,"3","7.48","6","14.96","79.79","2580.79"
"1415",2.87,95.01,40.06,1.15,"4","16.65","7","29.14","237.29","3488.61"
"1416",33.28,64.82,21.6,0.32,"34","167.69","9","44.39","1252.77","10954.38"
"1417",6.39,75.68,27.97,3.74,"49","47.14","57","54.84","1189.11","3553.87"
"1418",1.05,42.04,27.16,15.49,"6","16.73","3","8.36","867.12","2238.89"
"1419",36.93,54.72,11.48,0.38,"17","88.84","15","78.39","2241.85","8005.85"
"1420",1.7,96.67,9.59,0.2,"2","18.32","1","9.16","219.84","1190.8"
"1421",7.89,74.72,29.07,4.55,"66","44.91","66","44.91","1019.98","5153.64"
"1422",56.66,42.52,32.1,0.19,"11","81.43","5","37.01","1317.64","10171"
"1423",3.41,82.62,20.28,0.22,"16","57.04","14","49.91","438.5","5340.46"
"1424",2.55,86.25,16.38,1.63,"8","17.79","11","24.47","698.38","4450.52"
"1425",48.23,49.09,30.17,1.89,"16","38.9","25","60.78","636.96","5810.42"
"1426",4.66,94.22,19.5,0.3,"1","7.16","0","0","150.31","2898.86"
"1428",11.11,82.17,25.46,2.55,"17","68.68","8","32.32","484.83","5244.23"
"1429",4.61,86.47,26.06,2.02,"9","22.1","17","41.75","260.35","4315.36"
"1430",9.39,67.12,27.84,5.82,"396","34.2","245","21.16","1162.84","6219.62"
"1431",7.88,91.09,25.58,0.09,"3","23.95","0","0","39.92","1892.37"
"1432",0.9,98.61,3.66,0.05,"3","23.83","1","7.94","150.9","2422.37"
"1433",16.95,80.88,11.97,0.22,"5","19.54","5","19.54","418.07","3450.03"
"1434",7.04,72.24,16.06,1.5,"553","55.31","958","95.81","672.57","9191.32"
"1437",0.46,98.31,7.03,0.22,"1","6.88","2","13.77","117.03","1239.16"
"1438",1.79,89.37,27.64,2.71,"102","86.77","58","49.34","537.64","6058.7"
"1439",1.85,76.18,30.1,5.76,"4","9.26","35","80.98","333.19","3158.41"
"1440",0.39,96.87,6.25,0.38,"2","5.39","0","0","177.84","3823.66"
"1442",31.19,64.23,24.26,0.69,"7","46.48","1","6.64","338.62","4727.44"
"1443",33.57,38.01,10.7,1.24,"25","76.03","4","12.17","2572.91","6982.76"
"1444",35.89,62.97,19.37,0.15,"28","84.67","20","60.48","1448.4","8360.8"
"1445",2.54,70.89,31.54,7.15,"19","26.01","14","19.17","570.95","5554.79"
"1447",5.87,93.39,3.54,0.18,"1","8.14","0","0","415.11","3418.53"
"1449",0.09,56.64,15.86,5.78,"1","3.94","6","23.63","712.74","9557"
"1450",55.22,43.35,25.16,0.46,"174","85.66","170","83.69","1617.17","9371.69"
"1451",9.38,86.51,10.77,1.59,"8","15.59","9","17.53","409.11","5287.25"
"1454",4.87,92.81,8.07,0.28,"6","27.52","2","9.17","210.97","3425.98"
"1455",0.3,97.43,12.71,0.23,"3","21.82","4","29.1","349.17","3673.53"
"1457",0.7,97.24,10.24,0.6,"2","10.77","4","21.54","113.07","4485.25"
"1458",8.94,61.47,22.89,6.33,"8","35.45","2","8.86","793.23","3137.46"
"1459",2.51,90.8,41.96,1.24,"2","16.7","1","8.35","66.79","1928.7"
"1460",17.94,80.92,24.17,0.27,"10","82.51","3","24.75","1889.44","11105.61"
"1461",1.08,89.25,14.65,2.26,"0","0","1","3.7","85.15","3457.98"
"1462",2.01,95.99,21.78,0.9,"0","0","5","40.4","56.56","2108.75"
"1463",0.08,98.09,27.81,0.39,"9","42.31","0","0","103.43","2712.74"
"1464",0.63,97.12,5.5,0.18,"0","0","6","43.65","298.25","2880.63"
"1465",20.33,74.98,29.07,1.88,"79","49.5","116","72.68","852.74","6184.09"
"1466",0.91,74.44,28.81,6.38,"6","13.98","16","37.29","349.61","3920.29"
"1467",1.18,82.52,22.07,4.15,"24","51.51","53","113.75","847.77","7632.05"
"1468",20.6,45.32,39.28,14.21,"17","30.18","5","8.88","1075.77","5547.47"
"1469",0.13,98.47,8.82,0.23,"0","0","4","35.43","79.71","4941.99"
"1470",2.36,84.03,30.95,4.37,"44","39.13","30","26.68","534.46","6542.41"
"1471",38.89,39.98,26.04,4,"99","79.71","227","182.78","2288.32","12328.9"
"1472",1.15,97.12,15.55,0.62,"0","0","0","0","316.14","2746.83"
"1473",15.61,83.75,28.09,0.2,"9","68.4","1","7.6","782.85","4263.89"
"1474",11.43,82.41,21.45,1.21,"166","67.31","119","48.25","1807.31","6499.74"
"1475",3.9,93.06,14.33,0.72,"1","3.85","9","34.61","30.76","2195.73"
"1477",1.68,96.21,26.22,0.54,"4","30.39","0","0","159.55","1671.48"
"1478",0.26,98.91,9.52,0.64,"1","8.96","3","26.88","268.82","4068.1"
"1479",5.91,87.33,15.02,0.74,"11","87.3","8","63.49","1007.94","5920.63"
"1481",30.12,69.31,40,0.08,"2","19.28","0","0","578.26","7305.32"
"1482",10.04,88.82,11.15,0.13,"8","23.27","4","11.64","267.64","4933.82"
"1484",12.97,79.55,9.9,0.86,"39","37.67","12","11.59","566.06","7883.27"
"1485",6.59,89.35,16.3,1.91,"3","28.97","0","0","86.9","2056.58"
"1486",1.38,96.8,8.35,0.27,"1","4.39","3","13.18","48.33","1818.82"
"1487",0.74,98.12,8.05,0.71,"0","0","0","0","204.98","3093.72"
"1488",30.86,68.03,20.07,0.29,"9","36.01","2","8","504.2","4957.98"
"1490",0.57,98.37,7.03,0.24,"0","0","2","9.44","80.26","2105.66"
"1491",0.75,93.6,11.15,0.51,"7","26.57","3","11.39","170.78","2724.96"
"1492",0.34,96.13,24.87,0.49,"23","71.1","36","111.28","234.92","8645.79"
"1493",0.34,98.58,7.94,0.22,"6","11.93","5","9.94","79.56","2838.22"
"1494",8.44,86.65,15.53,0.52,"28","105.01","17","63.75","952.56","5306.58"
"1495",11.38,78.14,19.54,1.51,"191","102.65","160","85.99","1849.26","9547.28"
"1496",1.02,97.75,8.05,0.32,"0","0","0","0","59.7","820.9"
"1497",7.95,90.77,64.23,0.7,"29","57.04","10","19.67","572.35","5265.23"
"1498",38.54,58.59,25.28,5.21,"32","60.59","14","26.51","1168.18","6013.22"
"1499",0.46,96.45,16.6,0.59,"1","4.82","1","4.82","173.64","2295.86"
"1500",1.1,95.81,29.78,0.65,"15","42.23","9","25.34","104.17","4099.33"
"1501",14.59,84.78,27.37,0.19,"3","21.49","5","35.81","1289.31","6955.09"
"1503",11.95,81.1,39.97,4.57,"5","40.8","3","24.48","220.3","4658.94"
"1505",1.21,93.83,28.14,1.05,"18","53.67","39","116.29","787.17","7391.62"
"1506",5.56,79.49,28.51,5.07,"0","0","13","14.07","143.94","3498.99"
"1507",3.51,94.86,20.42,1.1,"7","55.98","2","15.99","463.85","4526.55"
"1508",0.79,88.23,24.11,4.43,"3","11.87","18","71.23","407.57","13627.73"
"1509",1.28,95.51,14.97,1.05,"0","0","0","0","248.57","1464.56"
"1510",0.3,94.87,4.64,0.07,"35","77.67","12","26.63","372.83","3295.53"
"1511",1.9,96.09,22.08,0.65,"0","0","3","14.22","28.45","2204.52"
"1512",0.55,97.94,9.74,0.53,"1","9.96","1","9.96","89.62","3355.91"
"1514",14.26,59.55,28.29,4.73,"15","54.55","17","61.82","385.5","3302.18"
"1515",1.04,97.08,17.59,1.4,"9","27.19","8","24.17","241.68","2640.32"
"1516",5.71,92.18,17.6,0.6,"6","31.57","7","36.83","352.5","3367.18"
"1517",6.88,88.67,18.68,1.19,"14","24.24","25","43.28","361.82","4598.1"
"1518",9.83,61.8,29.69,6.28,"53","45.62","55","47.34","1118.18","6251.13"
"1520",6.33,87.83,11.8,1.26,"4","18.97","5","23.71","251.32","4846.13"
"1522",0.16,99.34,9.66,0.14,"0","0","2","16.66","149.98","2199.63"
"1523",1.54,95.23,26.64,1.11,"10","62.93","4","25.17","295.76","2869.55"
"1524",3.94,93.77,31.13,5.82,"3","21.54","0","0","272.83","1744.69"
"1525",3.62,90.11,14.26,1.33,"3","10.25","4","13.67","167.41","1674.13"
"1526",31.47,65.38,23.87,2.38,"11","37.43","9","30.63","1102.6","6333.16"
"1527",39.57,57.92,23.75,1.06,"5","39.53","9","71.15","1083.09","10253.78"
"1528",0.31,59.28,26.14,6.47,"10","38.73","5","19.36","863.57","5305.35"
"1529",6.55,83.45,17.82,1.39,"32","72.32","31","70.06","596.65","9605.17"
"1530",0.9,97.62,3.21,0.09,"4","23.29","1","5.82","139.76","1176.33"
"1531",52.11,47.03,37.04,0.21,"8","46.04","6","34.53","828.73","6192.45"
"1532",3.07,91.37,26.72,4.04,"10","18.15","0","0","455.62","3165.73"
"1533",0.91,97.97,4.13,0.25,"3","7.78","3","7.78","59.64","2831.8"
"1534",10.14,69.66,35.71,7.06,"17","43.64","2","5.13","939.47","4833.41"
"1535",22.64,76.02,16.97,0.67,"18","70.76","6","23.59","1419.14","11671.52"
"1536",66.34,31.63,40.89,1.31,"27","81.13","23","69.11","1577.48","12154.08"
"1537",41.26,54.97,27.23,0.88,"200","170.67","59","50.35","1250.99","9531.77"
"1538",0.08,98.44,10.49,0.15,"7","49.68","0","0","127.76","3080.42"
"1539",8.39,86.8,18.02,1.93,"12","23.76","17","33.66","384.07","4329.75"
"1540",0.15,99.63,13.89,0.05,"0","0","1","9.13","246.55","2100.26"
"1541",17.32,76.3,13.03,0.91,"4","30.04","1","7.51","232.79","3101.3"
"1543",23.57,69.35,24.45,0.86,"15","80.45","5","26.82","1163.91","6141.39"
"1544",0.99,98.06,37.5,0.51,"4","19.77","4","19.77","682.12","2590.08"
"1545",1.31,81.35,18.7,2.51,"3","25.8","9","77.4","395.6","5288.96"
"1546",5.17,80.38,34.44,2.52,"8","60.41","8","60.41","1230.84","7332.18"
"1548",0.5,98.67,15.96,0.34,"4","23.65","6","35.48","76.88","1738.62"
"1549",30.45,63.37,21.18,1,"424","68.12","512","82.25","966.16","7218.05"
"1550",9.34,83.6,28.01,2.31,"18","48.7","9","24.35","1201.23","10253.77"
"1551",2.2,95.06,21.5,0.4,"0","0","1","8.96","134.43","3826.85"
"1552",1.46,79.22,17.24,0.66,"2","16.72","2","16.72","292.57","4848.28"
"1553",0.64,93.48,17.67,1.43,"5","14.95","5","14.95","340.76","5153.19"
"1554",2.31,95.96,9.83,1.33,"8","16.48","3","6.18","348.12","3804.64"
"1556",0.99,97.65,10.44,0.39,"1","4.47","1","4.47","22.33","1246.15"
