,,rapes,rapesPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
,1741,3,28.29,1,9.43,622.29,5921.18
,1742,60,50.09,106,88.49,1218.85,4063.11
,1743,9,49.58,14,77.12,1509.31,11402.45
,1744,6,30.5,8,40.67,213.5,10009.15
,1745,12,50.51,5,21.05,534.6,5880.62
,1746,0,0,0,0,133.14,2135.59
,1747,1,8.85,1,8.85,8.85,1044.06
,1748,43,32.92,65,49.77,591.12,4872.89
,1749,100,122.39,35,42.84,1141.93,9484.24
,1750,16,15.97,114,113.81,491.18,4319.83
,1751,9,51.49,0,0,1590.48,7488.99
,1752,64,69.92,26,28.41,1981.89,16092.17
,1753,26,41.84,35,56.33,996.19,8001.67
,1754,1,8.69,0,0,60.84,2138.2
,1755,100,50.25,220,110.55,1291.41,10191.1
,1756,4,26.84,9,60.38,167.73,9111.04
,1757,1,7.77,2,15.55,583.07,5690.74
,1758,26,32.32,35,43.51,84.54,3252.32
,1759,105,52.6,96,48.09,861.57,6852
,1760,6,49.25,1,8.21,566.36,4399.57
,1761,6,53.65,0,0,89.41,3111.59
,1762,13,36.53,0,0,112.41,2242.52
,1763,517,138.25,246,65.78,1682.47,7349.19
,1764,1,9.22,2,18.43,82.95,1539.17
,1765,37,24.67,64,42.67,721.98,6100.46
,1766,0,0,1,5.35,416.93,3752.41
,1767,0,0,1,6.98,55.84,2450.09
,1768,24,47.64,27,53.6,867.49,8234.24
,1769,3,11.46,13,49.68,366.83,3148.64
,1770,19,121.13,2,12.75,2052.79,7331.38
,1771,6,35.23,1,5.87,399.23,4221.22
,1772,1,7.17,1,7.17,43.01,1791.99
,1773,19,104.61,25,137.64,765.29,6915.16
,1774,5,15.81,0,0,186.52,2045.4
,1775,4,27.05,3,20.29,243.47,3611.52
,1776,8,33.99,1,4.25,229.44,5633.92
,1777,834,168.46,656,132.51,1678.54,6534.58
,1778,87,84.49,56,54.38,1684.94,5183.01
,1779,28,29.46,20,21.04,482.97,5454.72
,1780,0,0,38,64.46,144.2,4906.1
,1781,77,26.34,492,168.33,1091.39,5601.65
,1782,4,12.12,17,51.49,196.89,4810.08
,1783,6,31.53,4,21.02,157.66,3084.93
,1784,0,0,0,0,112.63,788.39
,1785,9,22.59,7,17.57,542.11,4223.97
,1786,3,16.13,4,21.51,279.58,4946.5
,1787,8,12.95,42,68.01,236.43,4516.38
,1788,12,57.53,3,14.38,575.26,5690.32
,1789,12,54.13,2,9.02,460.14,4682.64
,1790,11,14.44,11,14.44,517.18,6195.61
,1791,79,45.31,83,47.61,817.33,7045.06
,1792,25,83.06,30,99.67,1122.96,10319.28
,1793,27,92,9,30.67,1090.36,9138.61
,1794,22,110.26,10,50.12,1047.46,8835.76
,1795,22,53.85,18,44.06,176.25,3732.99
,1796,20,20.83,27,28.11,214.51,4264.07
,1797,16,41.28,47,121.27,864.36,4561.76
,1798,181,41.52,200,45.88,286.27,4465.56
,1799,3,6.16,1,2.05,260.89,5367.71
,1800,0,0,2,12.49,480.89,4352.99
,1801,444,40.9,309,28.46,1097.07,7817.4
,1802,4,22.24,7,38.93,861.93,8013.12
,1803,5,41.25,1,8.25,90.74,2408.84
,1804,0,0,0,0,51.04,1173.9
,1805,5,42.09,0,0,336.7,3661.62
,1806,0,0,0,0,62.03,1036.87
,1807,14,25,16,28.58,1496.64,6797.4
,1808,18,84.57,3,14.1,930.28,4477.54
,1809,2,12.41,3,18.62,155.14,1725.21
,1810,1,8.39,4,33.57,478.35,2618.33
,1811,20,55.63,9,25.03,136.28,4361.01
,1812,8,49.48,7,43.29,408.19,2863.5
,1813,65,103.18,31,49.21,1219.13,11175.31
,1814,23,47.19,21,43.08,369.3,5030.67
,1815,2,14.65,0,0,109.84,3617.46
,1816,18,38.89,8,17.28,200.94,5237.34
,1817,4,5.53,5,6.92,208.93,4426.27
,1818,14,26.97,5,9.63,674.31,3941.82
,1819,11,14.46,6,7.89,76.24,4083.91
,1820,1,4.38,5,21.9,135.76,2583.75
,1821,4,32.51,0,0,463.3,3096.81
,1822,4,21.8,17,92.66,479.67,6230.24
,1823,3,17.31,3,17.31,756.05,5430.83
,1824,17,81.66,0,0,302.61,1681.16
,1825,4,21.72,8,43.44,1026.28,6798.44
,1826,4,35.18,0,0,219.86,2682.26
,1827,25,73.08,2,5.85,742.54,5712.28
,1828,5,43,2,17.2,137.59,1642.45
,1829,39,76.08,32,62.42,462.3,5670.54
,1830,39,76.08,20,39.02,2678.55,12667.04
,1831,2,8.63,6,25.9,189.92,4640.02
,1832,1,4.73,0,0,127.67,1584
,1833,31,67.2,29,62.86,901.76,7318.13
,1834,22,17.7,34,27.35,624.31,2540.67
,1835,62,71.59,33,38.1,952.59,6066.55
,1836,1,7.38,0,0,81.17,2627.11
,1837,7,58.74,5,41.96,243.35,2827.89
,1838,10,39.91,2,7.98,99.77,2913.24
,1839,5,20.35,4,16.28,73.27,2377.37
,1840,0,0,1,2.95,38.38,2323.73
,1841,7,23.77,20,67.91,648.56,6648.56
,1842,13,24.82,27,51.55,234.82,5064.91
,1843,0,0,1,7.43,156.08,1843.18
,1844,2,11.76,2,11.76,488.03,4004.23
,1845,22,27.34,11,13.67,272.13,5197.89
,1846,11,75.17,7,47.83,444.17,7031.57
,1847,7,22.81,6,19.56,404.15,3865.46
,1848,0,0,1,4.46,307.5,5699.9
,1849,4,19.01,5,23.76,822.2,8787.61
,1850,2,8.16,2,8.16,277.57,3188.02
,1851,356,67.01,320,60.23,1399.84,10458.26
,1852,1,8.47,1,8.47,321.82,2879.4
,1853,1,5,9,45.03,40.02,2496.5
,1854,106,80.47,77,58.45,1248.05,5748.3
,1855,4,24.8,2,12.4,130.22,1674.21
,1856,0,0,2,18.07,27.11,2683.9
,1857,3,10.55,4,14.07,432.61,1540.52
,1858,2,16.59,0,0,190.79,4180.84
,1859,9,32.24,0,0,275.83,2314.09
,1860,7,59.71,6,51.18,597.12,6218.54
,1861,4,21.65,2,10.83,422.22,5591.64
,1862,1,4.15,2,8.29,82.93,2550.07
,1863,21,73.9,0,0,700.29,7333.64
,1864,3,15.2,4,20.27,709.29,5314.62
,1865,8,43.72,6,32.79,426.25,2950.98
,1866,2,6.54,0,0,13.07,3555.44
,1867,7,19.54,9,25.12,605.74,3140.35
,1868,1,9.43,0,0,113.2,2546.93
,1869,4,21.43,0,0,353.53,4070.92
,1870,15,129.65,1,8.64,2333.62,7839.24
,1871,30,52.03,1,1.73,180.36,4498.47
,1872,2,9.86,3,14.8,172.63,4655.98
,1873,18,158.69,0,0,1313.59,9503.66
,1874,33,60.08,35,63.72,1691.21,9213.38
,1875,4,14.99,7,26.23,741.91,10532.82
,1876,3,19.13,0,0,216.85,3080.55
,1877,1,7.37,1,7.37,73.73,1946.47
,1878,1,5.07,3,15.22,324.66,2115.36
,1879,1,6.28,2,12.57,43.98,1042.91
,1880,4,29.14,2,14.57,254.93,3678.35
,1881,7,17.72,19,48.11,255.74,3385.32
,1882,7,18.83,16,43.05,492.4,6546.48
,1883,3,7.14,15,35.71,228.53,3601.69
,1884,3,13,5,21.66,485.18,2330.62
,1885,2,9.8,0,0,205.84,2024.11
,1886,1,8.08,5,40.4,234.34,3434.34
,1887,4,14.98,5,18.72,86.12,1748.67
,1888,9,10.01,0,0,640.62,1623.79
,1889,15,59.71,6,23.88,409.98,5835.29
,1890,4,24.37,7,42.64,255.86,5111.18
,1891,8,27.53,20,68.83,1996.15,5427.45
,1892,6,21.95,27,98.76,288.98,7107.32
,1893,6,32.87,2,10.96,372.56,3353.06
,1894,6,26.9,6,26.9,228.66,4183.11
,1895,5,9.46,10,18.92,285.73,5144.94
,1896,1,7.81,0,0,46.85,3817.93
,1897,0,0,0,0,132.87,1992.98
,1898,30,49.46,34,56.06,545.75,7356.84
,1899,4,33.09,2,16.55,124.1,5824.44
,1900,5,13.61,8,21.77,353.83,4654.2
,1901,2,15.71,1,7.85,691.17,5340.87
,1902,19,62.8,20,66.11,918.89,8838.5
NANumber,0,0,0,0,0,0,0
AVG,951.5,27.27076761,36.25609884,30.46635121,32.04057308,583.6948055,4942.323838
MED.,951.5,7,27.08,5,21.03,369.315,4479.66
ST DEV,549.2044246,103.9323455,34.34265265,180.839278,39.57818523,608.2706484,2786.611455
VAR,301625.5,10801.93243,1179.417791,32702.84447,1566.432746,369993.1817,7765203.4
CURT,-1.2,327.372145,11.34243666,530.4772454,18.41984165,5.913723648,5.965695683
VARIABILITY,58%,381%,95%,594%,124%,104%,56%
