,rapes,rapesPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop,imputed_rapes,imputed_rapesR,imputed_ViolentCrimesPerPop,ViolentCrimesPerPopR,imputed_arsons,arsonsR,imputed_arsonsPerPop,arsonsPerPopR,imputed_nonViolPerPop,nonViolPerPopR,imputed_rapesPerPop,rapesPerPopR,,,,imputed_rapes,imputed_ViolentCrimesPerPop,imputed_arsons,imputed_arsonsPerPop,imputed_nonViolPerPop,imputed_rapesPerPop,
1710,20,31.37,79,123.9,611.64,4781.77,20,20,611.64,611.64,79,79,123.9,123.9,4781.77,4781.77,31.37,31.37,,,,20,611.64,79,123.9,4781.77,31.37,
1711,10,43.78,8,35.02,595.42,6348.23,10,10,595.42,595.42,8,8,35.02,35.02,6348.23,6348.23,43.78,43.78,,,,10,595.42,8,35.02,6348.23,43.78,
1712,11,29.78,16,43.31,343.81,5698.58,11,11,343.81,343.81,16,16,43.31,43.31,5698.58,5698.58,29.78,29.78,,,,11,343.81,16,43.31,5698.58,29.78,
1713,17,61.94,3,10.93,648.57,4693.02,17,17,648.57,648.57,3,3,10.93,10.93,4693.02,4693.02,61.94,61.94,,,,17,648.57,3,10.93,4693.02,61.94,
1714,37,104.21,13,36.62,543.6,3993.92,37,37,543.6,543.6,13,13,36.62,36.62,3993.92,3993.92,104.21,104.21,,,,37,543.6,13,36.62,3993.92,104.21,
1715,5,8.46,14,23.68,470.21,2417,5,5,470.21,470.21,14,14,23.68,23.68,2417,2417,8.46,8.46,,,,5,470.21,14,23.68,2417,8.46,
1716,6,49.62,0,0,272.91,5061.2,6,6,272.91,272.91,0,0,0,0,5061.2,5061.2,49.62,49.62,,,,6,272.91,0,0,5061.2,49.62,
1717,100,44.02,59,25.97,2017.65,6265.54,100,100,2017.65,2017.65,59,59,25.97,25.97,6265.54,6265.54,44.02,44.02,,,,100,2017.65,59,25.97,6265.54,44.02,
1718,0,0,NA,NA,399.17,NA,0,0,399.17,399.17,0,488,0,0,2246.14,4529.07,0,0,,,,0,399.17,0,0,2246.14,0,
1719,19,83.26,4,17.53,604.73,2502.19,19,19,604.73,604.73,4,4,17.53,17.53,2502.19,2502.19,83.26,83.26,,,,19,604.73,4,17.53,2502.19,83.26,
1720,10,42.04,7,29.43,870.26,7470.78,10,10,870.26,870.26,7,7,29.43,29.43,7470.78,7470.78,42.04,42.04,,,,10,870.26,7,29.43,7470.78,42.04,
1721,30,95.33,5,15.89,1404.47,7778.59,30,30,1404.47,1404.47,5,5,15.89,15.89,7778.59,7778.59,95.33,95.33,,,,30,1404.47,5,15.89,7778.59,95.33,
1722,11,21.66,22,43.33,145.74,5494.94,11,11,145.74,145.74,22,22,43.33,43.33,5494.94,5494.94,21.66,21.66,,,,11,145.74,22,43.33,5494.94,21.66,
1723,18,20.76,42,48.44,811.92,6709.88,18,18,811.92,811.92,42,42,48.44,48.44,6709.88,6709.88,20.76,20.76,,,,18,811.92,42,48.44,6709.88,20.76,
1724,120,80.01,NA,NA,NA,NA,120,120,223.06,300.04,0,1,0,45.9,2246.14,5782.44,80.01,80.01,,,,120,223.06,0,0,2246.14,80.01,
1725,62,84.62,20,27.3,631.89,6142.86,62,62,631.89,631.89,20,20,27.3,27.3,6142.86,6142.86,84.62,84.62,,,,62,631.89,20,27.3,6142.86,84.62,
1726,73,137.56,7,13.19,1164.57,5575.97,73,73,1164.57,1164.57,7,7,13.19,13.19,5575.97,5575.97,137.56,137.56,,,,73,1164.57,7,13.19,5575.97,137.56,
1727,1,8.06,3,24.18,56.43,1644.5,1,1,56.43,56.43,3,3,24.18,24.18,1644.5,1644.5,8.06,8.06,,,,1,56.43,3,24.18,1644.5,8.06,
1728,8,51.82,6,38.87,129.56,2617.09,8,8,129.56,129.56,6,6,38.87,38.87,2617.09,2617.09,51.82,51.82,,,,8,129.56,6,38.87,2617.09,51.82,
1729,2,13.55,4,27.11,291.41,1328.27,2,2,291.41,291.41,4,4,27.11,27.11,1328.27,1328.27,13.55,13.55,,,,2,291.41,4,27.11,1328.27,13.55,
1730,4,26.53,0,0,199,1247.1,4,4,199,199,0,0,0,0,1247.1,1247.1,26.53,26.53,,,,4,199,0,0,1247.1,26.53,
1731,NA,NA,15,74.39,NA,9427.69,0,20,223.06,978.02,15,15,74.39,74.39,9427.69,9427.69,0,61.59,,,,0,223.06,15,74.39,9427.69,0,
1732,NA,NA,10,18.37,NA,3443.14,0,0,223.06,267.96,10,10,18.37,18.37,3443.14,3443.14,0,30.86,,,,0,223.06,10,18.37,3443.14,0,
1733,3,19.94,0,0,471.89,3728.57,3,3,471.89,471.89,0,0,0,0,3728.57,3728.57,19.94,19.94,,,,3,471.89,0,0,3728.57,19.94,
1734,76,45.97,63,38.11,1421.42,14206.91,76,76,1421.42,1421.42,63,63,38.11,38.11,14206.91,14206.91,45.97,45.97,,,,76,1421.42,63,38.11,14206.91,45.97,
1735,6,54.18,1,9.03,460.5,3033.86,6,6,460.5,460.5,1,1,9.03,9.03,3033.86,3033.86,54.18,54.18,,,,6,460.5,1,9.03,3033.86,54.18,
1736,1,7.94,0,0,39.71,905.48,1,1,39.71,39.71,0,0,0,0,905.48,905.48,7.94,7.94,,,,1,39.71,0,0,905.48,7.94,
1737,5,24.57,NA,NA,761.6,NA,5,5,761.6,761.6,0,0,0,8.09,2246.14,5304.57,24.57,24.57,,,,5,761.6,0,0,2246.14,24.57,
1738,16,79.8,1,4.99,369.08,3451.37,16,16,369.08,369.08,1,1,4.99,4.99,3451.37,3451.37,79.8,79.8,,,,16,369.08,1,4.99,3451.37,79.8,
1739,2,15.41,6,46.24,208.06,2743.32,2,2,208.06,208.06,6,6,46.24,46.24,2743.32,2743.32,15.41,15.41,,,,2,208.06,6,46.24,2743.32,15.41,
1740,2,15.47,5,38.66,278.38,2938.45,2,2,278.38,278.38,5,5,38.66,38.66,2938.45,2938.45,15.47,15.47,,,,2,278.38,5,38.66,2938.45,15.47,
1741,11,39.04,8,28.4,330.1,5061.58,11,11,330.1,330.1,8,8,28.4,28.4,5061.58,5061.58,39.04,39.04,,,,11,330.1,8,28.4,5061.58,39.04,
1742,15,48.29,13,41.85,367.02,9848.36,15,15,367.02,367.02,13,13,41.85,41.85,9848.36,9848.36,48.29,48.29,,,,15,367.02,13,41.85,9848.36,48.29,
1743,1,4.44,1,4.44,248.69,1390,1,1,248.69,248.69,1,1,4.44,4.44,1390,1390,4.44,4.44,,,,1,248.69,1,4.44,1390,4.44,
1744,32,19.96,19,11.85,303.7,4036.62,32,32,303.7,303.7,19,19,11.85,11.85,4036.62,4036.62,19.96,19.96,,,,32,303.7,19,11.85,4036.62,19.96,
1745,13,30.27,11,25.61,221.18,3888.15,13,13,221.18,221.18,11,11,25.61,25.61,3888.15,3888.15,30.27,30.27,,,,13,221.18,11,25.61,3888.15,30.27,
1746,NA,NA,7,18.08,NA,4080.37,0,356,223.06,1573.82,7,7,18.08,18.08,4080.37,4080.37,0,42.31,,,,0,223.06,7,18.08,4080.37,0,
1747,3,27.2,2,18.13,1759,10952.94,3,3,1759,1759,2,2,18.13,18.13,10952.94,10952.94,27.2,27.2,,,,3,1759,2,18.13,10952.94,27.2,
1748,40,134.82,21,70.78,903.3,7624.12,40,40,903.3,903.3,21,21,70.78,70.78,7624.12,7624.12,134.82,134.82,,,,40,903.3,21,70.78,7624.12,134.82,
1749,NA,NA,3,5.59,NA,3048.42,0,9,223.06,933.19,3,3,5.59,5.59,3048.42,3048.42,0,137.13,,,,0,223.06,3,5.59,3048.42,0,
1750,19,98.34,23,119.05,2008.28,5983.44,19,19,2008.28,2008.28,23,23,119.05,119.05,5983.44,5983.44,98.34,98.34,,,,19,2008.28,23,119.05,5983.44,98.34,
1751,5,12.79,15,38.38,570.65,5849.84,5,5,570.65,570.65,15,15,38.38,38.38,5849.84,5849.84,12.79,12.79,,,,5,570.65,15,38.38,5849.84,12.79,
1752,2,7.18,2,7.18,82.59,2574.6,2,2,82.59,82.59,2,2,7.18,7.18,2574.6,2574.6,7.18,7.18,,,,2,82.59,2,7.18,2574.6,7.18,
1753,1,4.37,0,0,179.06,2166.22,1,1,179.06,179.06,0,0,0,0,2166.22,2166.22,4.37,4.37,,,,1,179.06,0,0,2166.22,4.37,
1754,16,45.73,7,20.01,1440.54,9049.08,16,16,1440.54,1440.54,7,7,20.01,20.01,9049.08,9049.08,45.73,45.73,,,,16,1440.54,7,20.01,9049.08,45.73,
1755,6,27.36,70,319.18,1199.22,7633.03,6,6,1199.22,1199.22,70,70,319.18,319.18,7633.03,7633.03,27.36,27.36,,,,6,1199.22,70,319.18,7633.03,27.36,
1756,13,22.8,16,28.06,270.09,2023.89,13,13,270.09,270.09,16,16,28.06,28.06,2023.89,2023.89,22.8,22.8,,,,13,270.09,16,28.06,2023.89,22.8,
1757,33,75.24,25,57,449.15,6313.13,33,33,449.15,449.15,25,25,57,57,6313.13,6313.13,75.24,75.24,,,,33,449.15,25,57,6313.13,75.24,
1758,1,4.61,0,0,115.14,2118.64,1,1,115.14,115.14,0,0,0,0,2118.64,2118.64,4.61,4.61,,,,1,115.14,0,0,2118.64,4.61,
1759,25,47.3,10,18.92,1275.11,9192.55,25,25,1275.11,1275.11,10,10,18.92,18.92,9192.55,9192.55,47.3,47.3,,,,25,1275.11,10,18.92,9192.55,47.3,
1760,4,33.47,3,25.1,1204.92,6827.88,4,4,1204.92,1204.92,3,3,25.1,25.1,6827.88,6827.88,33.47,33.47,,,,4,1204.92,3,25.1,6827.88,33.47,
1761,29,95.7,2,6.6,290.39,6771.38,29,29,290.39,290.39,2,2,6.6,6.6,6771.38,6771.38,95.7,95.7,,,,29,290.39,2,6.6,6771.38,95.7,
1762,18,35.26,9,17.63,284.04,5870.71,18,18,284.04,284.04,9,9,17.63,17.63,5870.71,5870.71,35.26,35.26,,,,18,284.04,9,17.63,5870.71,35.26,
1763,7,28.59,0,0,514.54,3540.51,7,7,514.54,514.54,0,0,0,0,3540.51,3540.51,28.59,28.59,,,,7,514.54,0,0,3540.51,28.59,
1764,0,0,1,4.35,69.59,1317.85,0,0,69.59,69.59,1,1,4.35,4.35,1317.85,1317.85,0,0,,,,0,69.59,1,4.35,1317.85,0,
1765,36,66.91,10,18.59,513,5817.74,36,36,513,513,10,10,18.59,18.59,5817.74,5817.74,66.91,66.91,,,,36,513,10,18.59,5817.74,66.91,
1766,29,99.5,NA,NA,816.58,NA,29,29,816.58,816.58,0,1,0,239.26,2246.14,5314.62,99.5,99.5,,,,29,816.58,0,0,2246.14,99.5,
1767,2,8.54,3,12.81,469.8,4317.93,2,2,469.8,469.8,3,3,12.81,12.81,4317.93,4317.93,8.54,8.54,,,,2,469.8,3,12.81,4317.93,8.54,
1768,19,69.44,10,36.55,694.37,4129.66,19,19,694.37,694.37,10,10,36.55,36.55,4129.66,4129.66,69.44,69.44,,,,19,694.37,10,36.55,4129.66,69.44,
1769,5,34.65,2,13.86,277.22,4809.76,5,5,277.22,277.22,2,2,13.86,13.86,4809.76,4809.76,34.65,34.65,,,,5,277.22,2,13.86,4809.76,34.65,
1770,14,72.84,13,67.63,239.32,6461.68,14,14,239.32,239.32,13,13,67.63,67.63,6461.68,6461.68,72.84,72.84,,,,14,239.32,13,67.63,6461.68,72.84,
1771,80,45.14,284,160.23,813.57,6641.13,80,80,813.57,813.57,284,284,160.23,160.23,6641.13,6641.13,45.14,45.14,,,,80,813.57,284,160.23,6641.13,45.14,
1772,11,70.29,0,0,632.63,4013.04,11,11,632.63,632.63,0,0,0,0,4013.04,4013.04,70.29,70.29,,,,11,632.63,0,0,4013.04,70.29,
1773,2,17.9,1,8.95,178.97,3319.91,2,2,178.97,178.97,1,1,8.95,8.95,3319.91,3319.91,17.9,17.9,,,,2,178.97,1,8.95,3319.91,17.9,
1774,56,92.81,60,99.44,1756.74,9363.76,56,56,1756.74,1756.74,60,60,99.44,99.44,9363.76,9363.76,92.81,92.81,,,,56,1756.74,60,99.44,9363.76,92.81,
1775,NA,NA,8,22.84,NA,7307.04,0,14,223.06,82.26,8,8,22.84,22.84,7307.04,7307.04,0,0,,,,0,223.06,8,22.84,7307.04,0,
1776,4,13.33,2,6.67,173.3,1753.04,4,4,173.3,173.3,2,2,6.67,6.67,1753.04,1753.04,13.33,13.33,,,,4,173.3,2,6.67,1753.04,13.33,
1777,NA,NA,0,0,NA,2173.78,0,4,223.06,1020.91,0,0,0,0,2173.78,2173.78,0,8.08,,,,0,223.06,0,0,2173.78,0,
1778,0,0,0,0,313.48,5919.23,0,0,313.48,313.48,0,0,0,0,5919.23,5919.23,0,0,,,,0,313.48,0,0,5919.23,0,
1779,20,23.97,27,32.36,433.92,3846.57,20,20,433.92,433.92,27,27,32.36,32.36,3846.57,3846.57,23.97,23.97,,,,20,433.92,27,32.36,3846.57,23.97,
1780,16,34.21,NA,NA,91.93,NA,16,16,91.93,91.93,0,3,0,28.53,2246.14,11671.52,34.21,34.21,,,,16,91.93,0,0,2246.14,34.21,
1781,7,61.15,7,61.15,602.73,14142.21,7,7,602.73,602.73,7,7,61.15,61.15,14142.21,14142.21,61.15,61.15,,,,7,602.73,7,61.15,14142.21,61.15,
1782,1,4.98,1,4.98,44.79,2662.35,1,1,44.79,44.79,1,1,4.98,4.98,2662.35,2662.35,4.98,4.98,,,,1,44.79,1,4.98,2662.35,4.98,
1783,2,7.39,NA,NA,491.54,NA,2,2,491.54,491.54,0,30,0,19.08,2246.14,5633.92,7.39,7.39,,,,2,491.54,0,0,2246.14,7.39,
1784,33,28.94,31,27.19,659.56,6668.42,33,33,659.56,659.56,31,31,27.19,27.19,6668.42,6668.42,28.94,28.94,,,,33,659.56,31,27.19,6668.42,28.94,
1785,7,66.54,0,0,1292.78,7813.69,7,7,1292.78,1292.78,0,0,0,0,7813.69,7813.69,66.54,66.54,,,,7,1292.78,0,0,7813.69,66.54,
1786,8,40.05,1,5.01,150.18,2432.92,8,8,150.18,150.18,1,1,5.01,5.01,2432.92,2432.92,40.05,40.05,,,,8,150.18,1,5.01,2432.92,40.05,
1787,8,25.22,5,15.76,349.87,2937.65,8,8,349.87,349.87,5,5,15.76,15.76,2937.65,2937.65,25.22,25.22,,,,8,349.87,5,15.76,2937.65,25.22,
1788,3,10.89,15,54.46,279.55,2508.71,3,3,279.55,279.55,15,15,54.46,54.46,2508.71,2508.71,10.89,10.89,,,,3,279.55,15,54.46,2508.71,10.89,
1789,30,241.06,11,88.39,739.25,8155.89,30,30,739.25,739.25,11,11,88.39,88.39,8155.89,8155.89,241.06,241.06,,,,30,739.25,11,88.39,8155.89,241.06,
1790,7,47.46,0,0,284.75,8922.03,7,7,284.75,284.75,0,0,0,0,8922.03,8922.03,47.46,47.46,,,,7,284.75,0,0,8922.03,47.46,
1791,42,33.1,21,16.55,822.7,8282.9,42,42,822.7,822.7,21,21,16.55,16.55,8282.9,8282.9,33.1,33.1,,,,42,822.7,21,16.55,8282.9,33.1,
1792,226,63.7,335,94.42,1262.47,6896.95,226,226,1262.47,1262.47,335,335,94.42,94.42,6896.95,6896.95,63.7,63.7,,,,226,1262.47,335,94.42,6896.95,63.7,
1793,3,11.68,2,7.79,210.28,2675.23,3,3,210.28,210.28,2,2,7.79,7.79,2675.23,2675.23,11.68,11.68,,,,3,210.28,2,7.79,2675.23,11.68,
1794,5,22.75,0,0,464.08,5286.86,5,5,464.08,464.08,0,0,0,0,5286.86,5286.86,22.75,22.75,,,,5,464.08,0,0,5286.86,22.75,
1795,3,21.27,0,0,42.54,843.73,3,3,42.54,42.54,0,0,0,0,843.73,843.73,21.27,21.27,,,,3,42.54,0,0,843.73,21.27,
1796,8,10.75,5,6.72,205.68,3085.26,8,8,205.68,205.68,5,5,6.72,6.72,3085.26,3085.26,10.75,10.75,,,,8,205.68,5,6.72,3085.26,10.75,
1797,14,28.86,1,2.06,896.83,3195.61,14,14,896.83,896.83,1,1,2.06,2.06,3195.61,3195.61,28.86,28.86,,,,14,896.83,1,2.06,3195.61,28.86,
1798,68,67.05,27,26.62,383.57,4344.48,68,68,383.57,383.57,27,27,26.62,26.62,4344.48,4344.48,67.05,67.05,,,,68,383.57,27,26.62,4344.48,67.05,
1799,8,42.98,1,5.37,75.22,3771.56,8,8,75.22,75.22,1,1,5.37,5.37,3771.56,3771.56,42.98,42.98,,,,8,75.22,1,5.37,3771.56,42.98,
1800,10,19.13,10,19.13,1262.31,3798.41,10,10,1262.31,1262.31,10,10,19.13,19.13,3798.41,3798.41,19.13,19.13,,,,10,1262.31,10,19.13,3798.41,19.13,
1801,5,28.98,12,69.55,144.9,5633.8,5,5,144.9,144.9,12,12,69.55,69.55,5633.8,5633.8,28.98,28.98,,,,5,144.9,12,69.55,5633.8,28.98,
1802,2,18.16,1,9.08,1425.33,9568.77,2,2,1425.33,1425.33,1,1,9.08,9.08,9568.77,9568.77,18.16,18.16,,,,2,1425.33,1,9.08,9568.77,18.16,
1803,27,91.2,2,6.76,1607.89,13200.92,27,27,1607.89,1607.89,2,2,6.76,6.76,13200.92,13200.92,91.2,91.2,,,,27,1607.89,2,6.76,13200.92,91.2,
1804,6,31.78,0,0,121.81,6164.6,6,6,121.81,121.81,0,0,0,0,6164.6,6164.6,31.78,31.78,,,,6,121.81,0,0,6164.6,31.78,
1805,4,17.59,7,30.78,567.16,5355.02,4,4,567.16,567.16,7,7,30.78,30.78,5355.02,5355.02,17.59,17.59,,,,4,567.16,7,30.78,5355.02,17.59,
1806,62,401.35,44,284.83,627.91,6194.98,62,62,627.91,627.91,44,44,284.83,284.83,6194.98,6194.98,401.35,401.35,,,,62,627.91,44,284.83,6194.98,401.35,
1807,2,7.7,0,0,69.34,1032.44,2,2,69.34,69.34,0,0,0,0,1032.44,1032.44,7.7,7.7,,,,2,69.34,0,0,1032.44,7.7,
1808,19,93.42,11,54.09,2586.29,5575.77,19,19,2586.29,2586.29,11,11,54.09,54.09,5575.77,5575.77,93.42,93.42,,,,19,2586.29,11,54.09,5575.77,93.42,
1809,1,8.41,0,0,235.59,3474.97,1,1,235.59,235.59,0,0,0,0,3474.97,3474.97,8.41,8.41,,,,1,235.59,0,0,3474.97,8.41,
1810,NA,NA,27,35.04,NA,6241.16,0,3,223.06,1280.84,27,27,35.04,35.04,6241.16,6241.16,0,0,,,,0,223.06,27,35.04,6241.16,0,
1811,5,20.95,7,29.32,180.13,2836.08,5,5,180.13,180.13,7,7,29.32,29.32,2836.08,2836.08,20.95,20.95,,,,5,180.13,7,29.32,2836.08,20.95,
1812,54,70.24,29,37.72,2682.28,11058.21,54,54,2682.28,2682.28,29,29,37.72,37.72,11058.21,11058.21,70.24,70.24,,,,54,2682.28,29,37.72,11058.21,70.24,
1813,0,0,0,0,16.92,516.16,0,0,16.92,16.92,0,0,0,0,516.16,516.16,0,0,,,,0,16.92,0,0,516.16,0,
1814,1,5.88,0,0,94.15,1253.38,1,1,94.15,94.15,0,0,0,0,1253.38,1253.38,5.88,5.88,,,,1,94.15,0,0,1253.38,5.88,
1815,9,56.93,9,56.93,929.91,4067.56,9,9,929.91,929.91,9,9,56.93,56.93,4067.56,4067.56,56.93,56.93,,,,9,929.91,9,56.93,4067.56,56.93,
1816,5,22.79,2,9.11,350.93,5660.38,5,5,350.93,350.93,2,2,9.11,9.11,5660.38,5660.38,22.79,22.79,,,,5,350.93,2,9.11,5660.38,22.79,
1817,116,151.12,60,78.17,530.22,7817.87,116,116,530.22,530.22,60,60,78.17,78.17,7817.87,7817.87,151.12,151.12,,,,116,530.22,60,78.17,7817.87,151.12,
1818,17,28.13,29,47.99,316.1,5085.73,17,17,316.1,316.1,29,29,47.99,47.99,5085.73,5085.73,28.13,28.13,,,,17,316.1,29,47.99,5085.73,28.13,
1819,9,77.47,0,0,421.76,4484.42,9,9,421.76,421.76,0,0,0,0,4484.42,4484.42,77.47,77.47,,,,9,421.76,0,0,4484.42,77.47,
1820,3,17.24,NA,NA,137.94,NA,3,3,137.94,137.94,0,21,0,0,2246.14,2242.52,17.24,17.24,,,,3,137.94,0,0,2246.14,17.24,
1821,1,8.03,3,24.1,216.87,3935.74,1,1,216.87,216.87,3,3,24.1,24.1,3935.74,3935.74,8.03,8.03,,,,1,216.87,3,24.1,3935.74,8.03,
1822,0,0,0,0,54.25,2242.31,0,0,54.25,54.25,0,0,0,0,2242.31,2242.31,0,0,,,,0,54.25,0,0,2242.31,0,
1823,89,52.93,69,41.04,671.46,7617.37,89,89,671.46,671.46,69,69,41.04,41.04,7617.37,7617.37,52.93,52.93,,,,89,671.46,69,41.04,7617.37,52.93,
1824,18,24.68,7,9.6,309.84,3644.04,18,18,309.84,309.84,7,7,9.6,9.6,3644.04,3644.04,24.68,24.68,,,,18,309.84,7,9.6,3644.04,24.68,
1825,15,36.19,18,43.43,1095.4,6878.83,15,15,1095.4,1095.4,18,18,43.43,43.43,6878.83,6878.83,36.19,36.19,,,,15,1095.4,18,43.43,6878.83,36.19,
1826,5,11.07,NA,NA,106.23,NA,5,5,106.23,106.23,0,21,0,67.26,2246.14,5790.44,11.07,11.07,,,,5,106.23,0,0,2246.14,11.07,
1827,0,0,NA,NA,123.33,NA,0,0,123.33,123.33,0,14,0,32.97,2246.14,3673.66,0,0,,,,0,123.33,0,0,2246.14,0,
1828,NA,NA,2,7.51,NA,4012.32,0,2,223.06,77.05,2,2,7.51,7.51,4012.32,4012.32,0,33.78,,,,0,223.06,2,7.51,4012.32,0,
1829,0,0,0,0,23.52,2014.66,0,0,23.52,23.52,0,0,0,0,2014.66,2014.66,0,0,,,,0,23.52,0,0,2014.66,0,
1830,33,22.19,65,43.71,616.67,5849.28,33,33,616.67,616.67,65,65,43.71,43.71,5849.28,5849.28,22.19,22.19,,,,33,616.67,65,43.71,5849.28,22.19,
1831,0,0,5,14.31,88.7,2500.79,0,0,88.7,88.7,5,5,14.31,14.31,2500.79,2500.79,0,0,,,,0,88.7,5,14.31,2500.79,0,
1832,7,30.29,4,17.31,1129.23,4274.65,7,7,1129.23,1129.23,4,4,17.31,17.31,4274.65,4274.65,30.29,30.29,,,,7,1129.23,4,17.31,4274.65,30.29,
1833,2,6.85,1,3.43,58.23,1791.46,2,2,58.23,58.23,1,1,3.43,3.43,1791.46,1791.46,6.85,6.85,,,,2,58.23,1,3.43,1791.46,6.85,
1834,20,74.91,9,33.71,1292.18,5775.5,20,20,1292.18,1292.18,9,9,33.71,33.71,5775.5,5775.5,74.91,74.91,,,,20,1292.18,9,33.71,5775.5,74.91,
1835,25,105.16,21,88.33,1013.71,9245.39,25,25,1013.71,1013.71,21,21,88.33,88.33,9245.39,9245.39,105.16,105.16,,,,25,1013.71,21,88.33,9245.39,105.16,
1836,9,29.15,1,3.24,103.65,2753.13,9,9,103.65,103.65,1,1,3.24,3.24,2753.13,2753.13,29.15,29.15,,,,9,103.65,1,3.24,2753.13,29.15,
1837,157,70.17,132,58.99,1564.23,9600.36,157,157,1564.23,1564.23,132,132,58.99,58.99,9600.36,9600.36,70.17,70.17,,,,157,1564.23,132,58.99,9600.36,70.17,
1838,2,15.23,3,22.84,91.37,3114.06,2,2,91.37,91.37,3,3,22.84,22.84,3114.06,3114.06,15.23,15.23,,,,2,91.37,3,22.84,3114.06,15.23,
1839,NA,NA,6,25.69,NA,6252.41,0,0,223.06,587.55,6,6,25.69,25.69,6252.41,6252.41,0,20.8,,,,0,223.06,6,25.69,6252.41,0,
1840,3,23.56,0,0,125.67,2599.75,3,3,125.67,125.67,0,0,0,0,2599.75,2599.75,23.56,23.56,,,,3,125.67,0,0,2599.75,23.56,
1841,NA,NA,3,29.26,NA,4827.86,0,12,223.06,626.09,3,3,29.26,29.26,4827.86,4827.86,0,5.97,,,,0,223.06,3,29.26,4827.86,0,
1842,6,33.46,0,0,786.35,6424.63,6,6,786.35,786.35,0,0,0,0,6424.63,6424.63,33.46,33.46,,,,6,786.35,0,0,6424.63,33.46,
1843,14,44.51,15,47.69,438.76,5118.91,14,14,438.76,438.76,15,15,47.69,47.69,5118.91,5118.91,44.51,44.51,,,,14,438.76,15,47.69,5118.91,44.51,
1844,14,50.32,1,3.59,747.58,6954.68,14,14,747.58,747.58,1,1,3.59,3.59,6954.68,6954.68,50.32,50.32,,,,14,747.58,1,3.59,6954.68,50.32,
1845,2,10.61,NA,NA,556.88,NA,2,2,556.88,556.88,0,1,0,7.23,2246.14,4561.76,10.61,10.61,,,,2,556.88,0,0,2246.14,10.61,
1846,6,30.84,0,0,128.51,4467.18,6,6,128.51,128.51,0,0,0,0,4467.18,4467.18,30.84,30.84,,,,6,128.51,0,0,4467.18,30.84,
1847,3,14.23,0,0,284.54,4599.99,3,3,284.54,284.54,0,0,0,0,4599.99,4599.99,14.23,14.23,,,,3,284.54,0,0,4599.99,14.23,
1848,NA,NA,NA,NA,NA,NA,0,1,223.06,82.38,0,19,0,32.95,2246.14,4225.28,0,18.32,,,,0,223.06,0,0,2246.14,0,
1849,25,91.39,38,138.92,1089.42,10956.35,25,25,1089.42,1089.42,38,38,138.92,138.92,10956.35,10956.35,91.39,91.39,,,,25,1089.42,38,138.92,10956.35,91.39,
1850,26,22.23,33,28.22,624.28,6481.43,26,26,624.28,624.28,33,33,28.22,28.22,6481.43,6481.43,22.23,22.23,,,,26,624.28,33,28.22,6481.43,22.23,
1851,2,16.32,1,8.16,620.31,10218.74,2,2,620.31,620.31,1,1,8.16,8.16,10218.74,10218.74,16.32,16.32,,,,2,620.31,1,8.16,10218.74,16.32,
1852,5,32.85,6,39.41,696.31,3461.87,5,5,696.31,696.31,6,6,39.41,39.41,3461.87,3461.87,32.85,32.85,,,,5,696.31,6,39.41,3461.87,32.85,
1853,1,7.34,0,0,161.4,4152.3,1,1,161.4,161.4,0,0,0,0,4152.3,4152.3,7.34,7.34,,,,1,161.4,0,0,4152.3,7.34,
1854,7,46.03,0,0,618.06,5799.2,7,7,618.06,618.06,0,0,0,0,5799.2,5799.2,46.03,46.03,,,,7,618.06,0,0,5799.2,46.03,
1855,3,11.97,12,47.89,243.44,3412.22,3,3,243.44,243.44,12,12,47.89,47.89,3412.22,3412.22,11.97,11.97,,,,3,243.44,12,47.89,3412.22,11.97,
1856,9,20.38,8,18.12,140.42,1929.7,9,9,140.42,140.42,8,8,18.12,18.12,1929.7,1929.7,20.38,20.38,,,,9,140.42,8,18.12,1929.7,20.38,
1857,13,70.22,12,64.82,1199.16,8097.01,13,13,1199.16,1199.16,12,12,64.82,64.82,8097.01,8097.01,70.22,70.22,,,,13,1199.16,12,64.82,8097.01,70.22,
1858,70,24.69,74,26.1,NA,5913.55,70,70,223.06,807,74,74,26.1,26.1,5913.55,5913.55,24.69,24.69,,,,70,223.06,74,26.1,5913.55,24.69,
1859,2,4.87,4,9.74,233.77,3284.96,2,2,233.77,233.77,4,4,9.74,9.74,3284.96,3284.96,4.87,4.87,,,,2,233.77,4,9.74,3284.96,4.87,
1860,4,15.65,1,3.91,66.52,2246.14,4,4,66.52,66.52,1,1,3.91,3.91,2246.14,2246.14,15.65,15.65,,,,4,66.52,1,3.91,2246.14,15.65,
1861,20,38.12,26,49.55,1964.89,5359.15,20,20,1964.89,1964.89,26,26,49.55,49.55,5359.15,5359.15,38.12,38.12,,,,20,1964.89,26,49.55,5359.15,38.12,
1862,1,4.83,0,0,521.89,3682.23,1,1,521.89,521.89,0,0,0,0,3682.23,3682.23,4.83,4.83,,,,1,521.89,0,0,3682.23,4.83,
1863,2,13.22,8,52.87,455.99,5075.34,2,2,455.99,455.99,8,8,52.87,52.87,5075.34,5075.34,13.22,13.22,,,,2,455.99,8,52.87,5075.34,13.22,
1864,NA,NA,8,17.04,NA,3814.37,0,100,223.06,1432.56,8,8,17.04,17.04,3814.37,3814.37,0,0,,,,0,223.06,8,17.04,3814.37,0,
